"Latest: Time (s)";"Latest: Potential (V)"
0,762;-0,00274658203125
0,763;0,00335693359375
0,764;0,00335693359375
0,765;-0,00274658203125
0,766;-0,00274658203125
0,767;0,00335693359375
0,768;-0,00274658203125
0,769;-0,00274658203125
0,77;-0,00274658203125
0,771;0,00335693359375
0,772;-0,00274658203125
0,773;-0,00274658203125
0,774;0,00335693359375
0,775;0,00335693359375
0,776;-0,00274658203125
0,777;-0,00274658203125
0,778;-0,00274658203125
0,779;0,00335693359375
0,78;0,00335693359375
0,781;-0,00274658203125
0,782;0,00335693359375
0,783;-0,00274658203125
0,784;-0,00274658203125
0,785;0,00335693359375
0,786;0,00335693359375
0,787;0,00335693359375
0,788;0,00335693359375
0,789;0,00335693359375
0,79;-0,00274658203125
0,791;0,00335693359375
0,792;0,00335693359375
0,793;-0,00274658203125
0,794;-0,00274658203125
0,795;-0,00274658203125
0,796;-0,00274658203125
0,797;0,00335693359375
0,798;0,00335693359375
0,799;-0,00274658203125
0,8;-0,00274658203125
0,801;0,00335693359375
0,802;0,00335693359375
0,803;0,00335693359375
0,804;-0,00274658203125
0,805;-0,00274658203125
0,806;0,00335693359375
0,807;0,00335693359375
0,808;0,00335693359375
0,809;-0,00274658203125
0,81;0,00335693359375
0,811;-0,00274658203125
0,812;-0,00274658203125
0,813;0,00335693359375
0,814;-0,00274658203125
0,815;0,00335693359375
0,816;-0,00274658203125
0,817;-0,00274658203125
0,818;-0,00274658203125
0,819;-0,00274658203125
0,82;0,00335693359375
0,821;0,00335693359375
0,822;0,00335693359375
0,823;-0,00274658203125
0,824;-0,00274658203125
0,825;0,00335693359375
0,826;-0,00274658203125
0,827;-0,00274658203125
0,828;-0,00274658203125
0,829;0,00335693359375
0,83;-0,00274658203125
0,831;0,00335693359375
0,832;-0,00274658203125
0,833;0,00335693359375
0,834;0,00335693359375
0,835;-0,00274658203125
0,836;-0,00274658203125
0,837;0,00335693359375
0,838;0,00335693359375
0,839;-0,00274658203125
0,84;0,00335693359375
0,841;-0,00274658203125
0,842;0,00335693359375
0,843;-0,00274658203125
0,844;-0,00274658203125
0,845;-0,00274658203125
0,846;-0,00274658203125
0,847;-0,00274658203125
0,848;0,00335693359375
0,849;0,00335693359375
0,85;-0,00274658203125
0,851;-0,00274658203125
0,852;0,00335693359375
0,853;-0,00274658203125
0,854;0,00335693359375
0,855;0,00335693359375
0,856;0,00335693359375
0,857;-0,00274658203125
0,858;-0,00274658203125
0,859;-0,00274658203125
0,86;-0,00274658203125
0,861;-0,00274658203125
0,862;0,00335693359375
0,863;-0,00274658203125
0,864;-0,00274658203125
0,865;0,00335693359375
0,866;0,00335693359375
0,867;-0,00274658203125
0,868;-0,00274658203125
0,869;-0,00274658203125
0,87;-0,00274658203125
0,871;0,00335693359375
0,872;0,00335693359375
0,873;0,00335693359375
0,874;-0,00274658203125
0,875;-0,00274658203125
0,876;-0,00274658203125
0,877;0,00335693359375
0,878;0,00335693359375
0,879;-0,00274658203125
0,88;-0,00274658203125
0,881;0,00335693359375
0,882;0,00335693359375
0,883;-0,00274658203125
0,884;0,00335693359375
0,885;-0,00274658203125
0,886;-0,00274658203125
0,887;-0,00274658203125
0,888;0,00335693359375
0,889;0,00335693359375
0,89;-0,00274658203125
0,891;0,00335693359375
0,892;-0,00274658203125
0,893;0,00335693359375
0,894;0,00335693359375
0,895;0,00335693359375
0,896;0,00335693359375
0,897;-0,00274658203125
0,898;-0,00274658203125
0,899;0,00335693359375
0,9;-0,00274658203125
0,901;-0,00274658203125
0,902;0,00335693359375
0,903;-0,00274658203125
0,904;0,00335693359375
0,905;0,00335693359375
0,906;-0,00274658203125
0,907;-0,00274658203125
0,908;-0,00274658203125
0,909;0,00335693359375
0,91;0,00335693359375
0,911;0,00335693359375
0,912;-0,00274658203125
0,913;0,00335693359375
0,914;0,00335693359375
