"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.339863808E1,-1.857428551E-1,6.493522525E-1,9.873384476E0,9.896457940E0
1.340102855E1,-1.259222925E-1,6.373881102E-1,9.796813965E0,9.818334069E0
1.340341970E1,-1.761715710E-1,6.158527136E-1,9.789635658E0,9.810569673E0
1.340581006E1,-1.881356835E-1,6.086742878E-1,9.830313683E0,9.850936327E0
1.340819965E1,-1.642074585E-1,6.349952817E-1,9.801599503E0,9.823519527E0
1.341059006E1,-3.260220960E-2,6.254240274E-1,9.792028427E0,9.812035407E0
1.341298121E1,-1.106680464E-2,6.421737671E-1,9.801599503E0,9.822619937E0
1.341537162E1,-8.763712645E-2,6.445665956E-1,9.868598938E0,9.890014730E0
1.341776116E1,-1.259222925E-1,6.397809386E-1,9.885348320E0,9.906830345E0
1.342015157E1,-1.570289880E-1,6.517450809E-1,9.887741089E0,9.910441645E0
1.342254277E1,-1.785643846E-1,6.493522525E-1,9.835099220E0,9.858129653E0
1.342493314E1,-1.833500415E-1,6.565307379E-1,9.801599503E0,9.825273668E0
1.342732267E1,-2.048854381E-1,6.637091637E-1,9.820742607E0,9.845276698E0
1.342971314E1,-1.378864050E-1,6.613163352E-1,9.799206734E0,9.822464282E0
1.343210428E1,-9.002995491E-2,6.493522525E-1,9.782457352E0,9.804398787E0
1.343449465E1,-8.285148442E-2,6.445665956E-1,9.827920914E0,9.849383735E0
1.343688423E1,-1.187438220E-1,6.589235067E-1,9.866206169E0,9.888898040E0
1.343927465E1,-1.522433460E-1,6.302096844E-1,9.849455833E0,9.870771120E0
1.344166579E1,-5.892325938E-2,6.397809386E-1,9.844670296E0,9.865613252E0
1.344405621E1,-1.666002721E-1,6.326025128E-1,9.799206734E0,9.821017982E0
1.344644574E1,-1.905284971E-1,6.158527136E-1,9.813564301E0,9.834715042E0
1.344883621E1,-7.088737190E-2,6.613163352E-1,9.796813965E0,9.819364958E0
1.345122735E1,-7.806584239E-2,6.278168559E-1,9.842277527E0,9.862589680E0
1.345361772E1,-1.019940674E-1,6.445665956E-1,9.882955551E0,9.904477740E0
1.345600730E1,-1.187438220E-1,6.517450809E-1,9.911669731E0,9.933784204E0
1.345839772E1,-1.211366430E-1,6.230311990E-1,9.911669731E0,9.931970541E0
1.346078887E1,-1.091725305E-1,6.278168559E-1,9.928419113E0,9.948848111E0
1.346317928E1,-1.713859290E-1,6.278168559E-1,9.918848038E0,9.940174724E0
1.346556881E1,-2.575275302E-1,6.469594240E-1,9.890133858E0,9.914616717E0
1.346795923E1,-2.575275302E-1,6.182455420E-1,9.847063065E0,9.869812510E0
1.347035043E1,-1.522433460E-1,6.589235067E-1,9.803992271E0,9.827289692E0
1.347274079E1,-1.713859290E-1,6.613163352E-1,9.780064583E0,9.803895944E0
1.347513032E1,-2.144567221E-1,6.421737671E-1,9.844670296E0,9.867923392E0
1.347752079E1,-2.048854381E-1,6.302096844E-1,9.899705887E0,9.921860659E0
1.347991194E1,-9.960123897E-2,6.206383705E-1,9.875777245E0,9.895761142E0
1.348230230E1,-7.567301393E-2,6.326025128E-1,9.818349838E0,9.838999232E0
1.348469189E1,-1.043868884E-1,6.134598851E-1,9.861420631E0,9.881034689E0
1.348708230E1,-8.524430543E-2,6.373881102E-1,9.863813400E0,9.884753158E0
1.348947345E1,-1.163510010E-1,6.517450809E-1,9.832706451E0,9.854969577E0
1.349186387E1,-1.331007630E-1,6.565307379E-1,9.875777245E0,9.898470822E0
1.349425340E1,-1.211366430E-1,6.517450809E-1,9.851848602E0,9.874126119E0
1.349664381E1,-1.594218016E-1,6.493522525E-1,9.894919395E0,9.917484737E0
1.349903501E1,-1.331007630E-1,6.326025128E-1,9.921240807E0,9.942279462E0
1.350142538E1,-1.091725305E-1,6.469594240E-1,9.859027863E0,9.880835265E0
1.350381491E1,-9.481559694E-2,6.278168559E-1,9.875777245E0,9.896166944E0
1.350620538E1,-1.259222925E-1,6.086742878E-1,9.918848038E0,9.938304041E0
1.350859652E1,-1.522433460E-1,6.326025128E-1,9.878170013E0,9.899576091E0
1.351098689E1,-1.115653589E-1,6.326025128E-1,9.851848602E0,9.872768287E0
1.351337647E1,-1.211366430E-1,6.493522525E-1,9.868598938E0,9.890681343E0
1.351576689E1,-1.211366430E-1,6.684948206E-1,9.859027863E0,9.882408098E0
1.351815803E1,-1.378864050E-1,6.996015310E-1,9.811170578E0,9.837048494E0
1.352054845E1,-1.450648755E-1,7.043871880E-1,9.880562782E0,9.906701067E0
1.352293798E1,-1.522433460E-1,6.684948206E-1,9.866206169E0,9.889999370E0
1.352532845E1,-1.450648755E-1,6.637091637E-1,9.863813400E0,9.887182029E0
1.352771959E1,-2.072782665E-1,6.684948206E-1,9.873384476E0,9.898159961E0
1.353010996E1,-1.905284971E-1,6.373881102E-1,9.873384476E0,9.895771103E0
1.353249954E1,-1.091725305E-1,6.373881102E-1,9.844670296E0,9.865886452E0
1.353488996E1,-1.115653589E-1,6.326025128E-1,9.823135376E0,9.844116079E0
1.353728110E1,-1.881356835E-1,6.469594240E-1,9.885348320E0,9.908282542E0
1.353967152E1,-1.857428551E-1,6.493522525E-1,9.914062500E0,9.937041512E0
1.354206105E1,-6.849455088E-2,6.637091637E-1,9.870991707E0,9.893517000E0
1.354445147E1,-1.259222925E-1,6.541379094E-1,9.866206169E0,9.888669122E0
1.354684267E1,-1.426720470E-1,6.613163352E-1,9.930811882E0,9.953829376E0
1.354923303E1,-1.283151209E-1,6.445665956E-1,9.897313118E0,9.919109729E0
1.355162256E1,-1.426720470E-1,6.708876491E-1,9.878170013E0,9.901953765E0
1.355401303E1,-9.481559694E-2,6.589235067E-1,9.904491425E0,9.926838397E0
1.355640418E1,-1.737787426E-1,6.349952817E-1,9.875777245E0,9.897696411E0
1.355879454E1,-1.737787426E-1,6.158527136E-1,9.870991707E0,9.891711222E0
1.356118412E1,-1.019940674E-1,6.014958024E-1,9.823135376E0,9.842062213E0
1.356357454E1,-6.370890141E-2,6.110670567E-1,9.815957069E0,9.835165223E0
1.356596569E1,-8.524430543E-2,6.158527136E-1,9.844670296E0,9.864282761E0
1.356835610E1,-2.144567221E-1,6.469594240E-1,9.868598938E0,9.892107621E0
1.357074564E1,-1.929213256E-1,6.517450809E-1,9.880562782E0,9.903913933E0
1.357313610E1,-2.000997961E-1,6.397809386E-1,9.851848602E0,9.874628118E0
1.357552725E1,-2.168495506E-1,6.349952817E-1,9.849455833E0,9.872285599E0
1.357791762E1,-1.857428551E-1,6.637091637E-1,9.835099220E0,9.859218373E0
1.358030720E1,-1.498505175E-1,6.780661345E-1,9.832706451E0,9.857197625E0
1.358269762E1,-9.481559694E-2,6.445665956E-1,9.837491989E0,9.859041775E0
1.358508876E1,-7.567301393E-2,6.732804775E-1,9.859027863E0,9.882280273E0
1.358747918E1,-1.354935765E-1,6.732804775E-1,9.899705887E0,9.923499471E0
1.358986871E1,-1.259222925E-1,6.637091637E-1,9.947562218E0,9.970474430E0
1.359225912E1,-1.450648755E-1,6.565307379E-1,9.892526627E0,9.915349691E0
1.359465032E1,-1.618146300E-1,6.948158741E-1,9.863813400E0,9.889578751E0
1.359704069E1,-2.144567221E-1,6.972087026E-1,9.873384476E0,9.900293565E0
1.359943022E1,-2.264208496E-1,6.589235067E-1,9.839884758E0,9.864521207E0
1.360182069E1,-1.163510010E-1,6.900302172E-1,9.856635094E0,9.881443955E0
1.360421183E1,-1.043868884E-1,6.637091637E-1,9.820742607E0,9.843698077E0
1.360660220E1,-8.763712645E-2,6.373881102E-1,9.897313118E0,9.918203004E0
1.360899178E1,-9.002995491E-2,6.302096844E-1,9.926026344E0,9.946419890E0
1.361138220E1,-9.242277592E-2,6.302096844E-1,9.914062500E0,9.934502578E0
1.361377334E1,-1.857428551E-1,6.397809386E-1,9.916455269E0,9.938808035E0
1.361616376E1,-1.689931005E-1,6.613163352E-1,9.873384476E0,9.896949983E0
1.361855329E1,-1.857428551E-1,6.708876491E-1,9.839884758E0,9.864477822E0
1.362094376E1,-1.354935765E-1,6.517450809E-1,9.830313683E0,9.852826866E0
1.362333491E1,-6.370890141E-2,6.517450809E-1,9.801599503E0,9.823450681E0
1.362572527E1,-1.019940674E-1,6.613163352E-1,9.842277527E0,9.864997162E0
1.362811485E1,-7.806584239E-2,6.397809386E-1,9.904491425E0,9.925440257E0
1.363050527E1,-6.849455088E-2,6.517450809E-1,9.918848038E0,9.940473306E0
1.363289642E1,-1.259222925E-1,6.182455420E-1,9.921240807E0,9.941282770E0
1.363528678E1,-2.120639086E-1,6.230311990E-1,9.916455269E0,9.938270678E0
1.363767636E1,-2.000997961E-1,6.230311990E-1,9.911669731E0,9.933247438E0
1.364006678E1,-2.096710801E-1,6.182455420E-1,9.844670296E0,9.866292249E0
1.364245793E1,-1.785643846E-1,6.254240274E-1,9.832706451E0,9.854194874E0
1.364484834E1,-1.737787426E-1,6.517450809E-1,9.842277527E0,9.865363532E0
1.364723788E1,-1.331007630E-1,6.565307379E-1,9.801599503E0,9.824464425E0
1.364962834E1,-1.402792335E-1,6.445665956E-1,9.875777245E0,9.897783618E0
1.365201949E1,-7.806584239E-2,6.469594240E-1,9.964311600E0,9.985597450E0
1.365440985E1,-1.283151209E-1,6.517450809E-1,9.887741089E0,9.910028267E0
1.365679944E1,-1.953141540E-1,6.349952817E-1,9.923633575E0,9.945846870E0
1.365918985E1,-1.737787426E-1,6.541379094E-1,9.940383911E0,9.963399408E0
1.366158100E1,-1.115653589E-1,6.565307379E-1,9.847063065E0,9.869555737E0
1.366397142E1,-1.139581800E-1,6.924230456E-1,9.854242325E0,9.879196725E0
1.366636095E1,-1.235294715E-1,6.421737671E-1,9.885348320E0,9.906955036E0
1.366875136E1,-1.211366430E-1,6.756733060E-1,9.851848602E0,9.875734372E0
1.367114256E1,-9.960123897E-2,6.876373887E-1,9.892526627E0,9.916897128E0
1.367353293E1,-4.456632212E-2,6.972087026E-1,9.875777245E0,9.900457682E0
1.367592251E1,-1.091725305E-1,6.756733060E-1,9.866206169E0,9.889917959E0
1.367831293E1,-2.431706041E-1,6.732804775E-1,9.949954987E0,9.975672548E0
1.368070407E1,-1.905284971E-1,6.541379094E-1,9.935597420E0,9.958930344E0
1.368309444E1,-1.235294715E-1,6.445665956E-1,9.792028427E0,9.813997470E0
1.368548402E1,-1.761715710E-1,6.684948206E-1,9.777671814E0,9.802080792E0
1.368787444E1,-1.881356835E-1,6.326025128E-1,9.839884758E0,9.861993360E0
1.369026564E1,-6.849455088E-2,6.302096844E-1,9.789635658E0,9.810138739E0
1.369265600E1,8.075776510E-3,6.445665956E-1,9.760921478E0,9.782183776E0
1.369504553E1,-1.402792335E-1,6.158527136E-1,9.859027863E0,9.879240012E0
1.369743600E1,-1.977069676E-1,6.637091637E-1,9.928419113E0,9.952542589E0
1.369982715E1,-1.642074585E-1,6.637091637E-1,9.906884193E0,9.930449555E0
1.370221751E1,-2.288136631E-1,6.493522525E-1,9.868598938E0,9.892586064E0
1.370460709E1,-2.096710801E-1,6.756733060E-1,9.899705887E0,9.924952041E0
1.370699751E1,-2.120639086E-1,6.421737671E-1,9.854242325E0,9.877421224E0
1.370938866E1,-1.211366430E-1,6.517450809E-1,9.803992271E0,9.826378285E0
1.371177907E1,-5.413761362E-2,6.732804775E-1,9.801599503E0,9.824845561E0
1.371416860E1,-1.307079345E-1,6.613163352E-1,9.839884758E0,9.862948642E0
1.371655907E1,-1.977069676E-1,6.373881102E-1,9.911669731E0,9.934110353E0
1.371895022E1,-1.666002721E-1,6.445665956E-1,9.926026344E0,9.948327535E0
1.372134058E1,-9.960123897E-2,6.756733060E-1,9.842277527E0,9.865945557E0
1.372373017E1,-1.689931005E-1,6.349952817E-1,9.847063065E0,9.868962898E0
1.372612058E1,-1.881356835E-1,6.493522525E-1,9.887741089E0,9.910826263E0
1.372851173E1,-9.002995491E-2,6.517450809E-1,9.818349838E0,9.840369434E0
1.373090215E1,-8.524430543E-2,6.493522525E-1,9.799206734E0,9.821068045E0
1.373329168E1,-1.331007630E-1,6.541379094E-1,9.870991707E0,9.893537764E0
1.373568209E1,-1.450648755E-1,6.349952817E-1,9.892526627E0,9.913947039E0
1.373807329E1,-1.019940674E-1,6.732804775E-1,9.897313118E0,9.920711484E0
1.374046366E1,-1.067797095E-1,6.852445602E-1,9.875777245E0,9.900097888E0
1.374285319E1,-1.498505175E-1,6.708876491E-1,9.911669731E0,9.935478966E0
1.374524366E1,-1.761715710E-1,6.900302172E-1,9.863813400E0,9.889489012E0
1.374763480E1,-1.666002721E-1,7.211369276E-1,9.861420631E0,9.889156232E0
1.375002517E1,-1.833500415E-1,7.139584422E-1,9.859027863E0,9.886545620E0
1.375241475E1,-1.522433460E-1,7.187440991E-1,9.844670296E0,9.872046614E0
1.375480517E1,-1.642074585E-1,7.163512707E-1,9.818349838E0,9.845817222E0
1.375719631E1,-1.737787426E-1,7.019943595E-1,9.827920914E0,9.854492611E0
1.375958673E1,-1.546361595E-1,6.996015310E-1,9.849455833E0,9.875481500E0
1.376197626E1,-1.498505175E-1,6.684948206E-1,9.823135376E0,9.846995944E0
1.376436673E1,-1.737787426E-1,6.565307379E-1,9.842277527E0,9.865680847E0
1.376675788E1,-1.594218016E-1,6.493522525E-1,9.847063065E0,9.869737821E0
1.376914824E1,-9.002995491E-2,6.469594240E-1,9.847063065E0,9.868703709E0
1.377153782E1,-3.978067636E-2,6.373881102E-1,9.792028427E0,9.812831743E0
1.377392824E1,-4.935196787E-2,6.637091637E-1,9.808777809E0,9.831330916E0
1.377631939E1,-1.163510010E-1,6.541379094E-1,9.892526627E0,9.914813010E0
1.377870975E1,-1.905284971E-1,6.541379094E-1,9.921240807E0,9.944607416E0
1.378109933E1,-1.474576890E-1,6.613163352E-1,9.882955551E0,9.906154324E0
1.378348975E1,-2.048854381E-1,6.708876491E-1,9.918848038E0,9.943621809E0
1.378588095E1,-1.761715710E-1,6.732804775E-1,9.899705887E0,9.924138233E0
1.378827131E1,-9.960123897E-2,6.637091637E-1,9.878170013E0,9.900943040E0
1.379066084E1,-1.450648755E-1,6.421737671E-1,9.887741089E0,9.909634444E0
1.379305131E1,-8.524430543E-2,6.445665956E-1,9.923633575E0,9.944910056E0
1.379544246E1,-1.331007630E-1,6.565307379E-1,9.890133858E0,9.912794568E0
1.379783288E1,-1.570289880E-1,6.565307379E-1,9.868598938E0,9.891659907E0
1.380022241E1,-1.115653589E-1,6.900302172E-1,9.859027863E0,9.883775540E0
1.380261282E1,-1.450648755E-1,7.115656137E-1,9.815957069E0,9.842783277E0
1.380500397E1,-2.455634177E-1,7.043871880E-1,9.815957069E0,9.844261064E0
1.380739439E1,-2.670988142E-1,7.043871880E-1,9.870991707E0,9.899695973E0
1.380978392E1,-1.498505175E-1,6.900302172E-1,9.854242325E0,9.879508524E0
1.381217439E1,-7.806584239E-2,7.187440991E-1,9.851848602E0,9.878340358E0
1.381456553E1,-4.456632212E-2,7.307082415E-1,9.885348320E0,9.912418075E0
1.381695590E1,-1.211366430E-1,7.139584422E-1,9.926026344E0,9.952407233E0
1.381934548E1,-8.285148442E-2,6.780661345E-1,9.940383911E0,9.963828097E0
1.382173590E1,-9.481559694E-2,6.996015310E-1,9.839884758E0,9.865179388E0
1.382412704E1,-1.498505175E-1,7.211369276E-1,9.894919395E0,9.922294265E0
1.382651746E1,-2.288136631E-1,7.283154130E-1,9.897313118E0,9.926711741E0
1.382890699E1,-1.737787426E-1,7.091727853E-1,9.859027863E0,9.886028297E0
1.383129741E1,-8.285148442E-2,7.139584422E-1,9.823135376E0,9.849395395E0
1.383368860E1,-1.522433460E-1,6.756733060E-1,9.863813400E0,9.888100285E0
1.383607897E1,-1.498505175E-1,6.756733060E-1,9.909276962E0,9.933416306E0
1.383846850E1,-8.285148442E-2,6.972087026E-1,9.897313118E0,9.922185813E0
1.384085897E1,-2.542374097E-2,6.852445602E-1,9.878170013E0,9.901941693E0
1.384325012E1,-9.002995491E-2,6.804589629E-1,9.894919395E0,9.918697477E0
1.384564048E1,-2.240280211E-1,6.924230456E-1,9.945169449E0,9.971761810E0
1.384803006E1,-2.790629268E-1,6.876373887E-1,9.942776680E0,9.970432759E0
1.385042048E1,-2.096710801E-1,7.259225845E-1,9.878170013E0,9.907026212E0
1.385281168E1,-1.666002721E-1,7.307082415E-1,9.868598938E0,9.897016479E0
1.385520204E1,-9.720841795E-2,7.139584422E-1,9.851848602E0,9.878163140E0
1.385759157E1,-9.960123897E-2,6.804589629E-1,9.875777245E0,9.899692975E0
1.385998204E1,-1.498505175E-1,6.421737671E-1,9.923633575E0,9.945518874E0
1.386237319E1,-9.242277592E-2,6.565307379E-1,9.882955551E0,9.905169610E0
1.386476355E1,-1.666002721E-1,6.732804775E-1,9.870991707E0,9.895329177E0
1.386715314E1,-2.024926096E-1,6.445665956E-1,9.926026344E0,9.948993333E0
1.386954355E1,-1.187438220E-1,6.876373887E-1,9.859027863E0,9.883692411E0
1.387193470E1,-1.450648755E-1,7.067800164E-1,9.787242889E0,9.813801770E0
1.387432512E1,-1.522433460E-1,7.043871880E-1,9.827920914E0,9.854307121E0
1.387671465E1,-1.594218016E-1,7.019943595E-1,9.880562782E0,9.906751853E0
1.387910506E1,-1.522433460E-1,7.091727853E-1,9.890133858E0,9.916695609E0
1.388149626E1,-1.307079345E-1,7.307082415E-1,9.904491425E0,9.932269100E0
1.388388662E1,-1.450648755E-1,7.307082415E-1,9.899705887E0,9.927696359E0
1.388627616E1,-1.953141540E-1,7.259225845E-1,9.914062500E0,9.942522138E0
1.388866662E1,-2.335993052E-1,6.924230456E-1,9.904491425E0,9.931413227E0
1.389105777E1,-1.905284971E-1,7.091727853E-1,9.880562782E0,9.907812475E0
1.389344819E1,-1.139581800E-1,7.307082415E-1,9.801599503E0,9.829459487E0
1.389583772E1,-1.259222925E-1,7.163512707E-1,9.772886276E0,9.799914374E0
1.389822814E1,-1.139581800E-1,7.426723242E-1,9.849455833E0,9.878073135E0
1.390061933E1,-7.567301393E-2,7.259225845E-1,9.866206169E0,9.893165023E0
1.390300970E1,-1.259222925E-1,7.187440991E-1,9.868598938E0,9.895539121E0
1.390539923E1,-1.666002721E-1,7.187440991E-1,9.878170013E0,9.905684809E0
1.390778970E1,-2.192423791E-1,7.378866673E-1,9.916455269E0,9.946287199E0
1.391018084E1,-1.761715710E-1,7.378866673E-1,9.899705887E0,9.928730523E0
1.391257121E1,-1.259222925E-1,7.570292354E-1,9.885348320E0,9.915092591E0
1.391496079E1,-1.163510010E-1,7.666005492E-1,9.880562782E0,9.910940160E0
1.391735121E1,-1.929213256E-1,7.498508096E-1,9.899705887E0,9.929938143E0
1.391974235E1,-1.331007630E-1,7.259225845E-1,9.935597420E0,9.962970215E0
1.392213277E1,-1.378864050E-1,7.474579811E-1,9.882955551E0,9.912139856E0
1.392452230E1,-2.096710801E-1,7.259225845E-1,9.902098656E0,9.930885325E0
1.392691272E1,-2.192423791E-1,7.163512707E-1,9.904491425E0,9.932782930E0
1.392929793E1,-1.761715710E-1,6.589235067E-1,9.835099220E0,9.858721686E0
1.393163543E1,-1.761715710E-1,6.589235067E-1,9.835099220E0,9.858721686E0
1.393406829E1,-9.720841795E-2,6.804589629E-1,9.827920914E0,9.851928916E0
1.393645751E1,-1.067797095E-1,7.067800164E-1,9.870991707E0,9.896838747E0
1.393883788E1,-6.610172242E-2,7.091727853E-1,9.911669731E0,9.937227598E0
1.394121897E1,-8.673981763E-3,7.498508096E-1,9.904491425E0,9.932839566E0
1.394360095E1,8.075776510E-3,7.570292354E-1,9.911669731E0,9.940540998E0
1.394598157E1,-1.881356835E-1,7.713862062E-1,9.945169449E0,9.976814476E0
1.394836282E1,-2.982055247E-1,7.642077208E-1,9.964311600E0,9.998022086E0
1.395074387E1,-1.953141540E-1,7.809575200E-1,9.887741089E0,9.920456951E0
1.395312465E1,-1.857428551E-1,7.618148923E-1,9.803992271E0,9.835300036E0
1.395550616E1,-1.761715710E-1,7.426723242E-1,9.823135376E0,9.852745162E0
1.395788605E1,-2.096710801E-1,6.876373887E-1,9.813564301E0,9.839860335E0
1.396026767E1,-1.426720470E-1,6.517450809E-1,9.849455833E0,9.872026498E0
1.396264991E1,-5.892325938E-2,7.163512707E-1,9.842277527E0,9.868488132E0
1.396503038E1,-1.354935765E-1,7.498508096E-1,9.890133858E0,9.919444665E0
1.396741194E1,-1.522433460E-1,7.860422134E-1,9.909276962E0,9.941569811E0
1.396979272E1,-1.259222925E-1,7.378866673E-1,9.870991707E0,9.899333838E0
1.397217392E1,-6.370890141E-2,6.302096844E-1,9.782457352E0,9.802943176E0
1.397455532E1,-1.402792335E-1,7.163512707E-1,9.739386559E0,9.766703023E0
1.397693584E1,-2.790629268E-1,8.961120844E-1,9.906884193E0,9.951243511E0
1.397931704E1,-2.264208496E-1,7.546364665E-1,9.954740524E0,9.985870092E0
1.398169860E1,-6.131608039E-2,7.139584422E-1,9.756135941E0,9.782417125E0
1.398407855E1,2.721835673E-2,8.051848412E-1,9.780064583E0,9.813191464E0
1.398645985E1,-3.484548032E-1,7.163512707E-1,9.935597420E0,9.967480924E0
1.398884110E1,-3.795614839E-1,6.852445602E-1,1.001934624E1,1.004992169E1
1.399122230E1,1.040877849E-1,7.956135273E-1,9.758528709E0,9.791461470E0
1.399360423E1,-1.211366430E-1,7.043871880E-1,9.701101303E0,9.727394404E0
1.399598418E1,-3.963112533E-1,6.708876491E-1,9.971489906E0,1.000188801E1
1.399836517E1,-9.242277592E-2,7.737790346E-1,9.880562782E0,9.911245979E0
1.400074704E1,6.580262631E-2,7.836494446E-1,9.684351921E0,9.716229133E0
1.400312720E1,-1.474576890E-1,7.474579811E-1,9.882955551E0,9.912277621E0
1.400550855E1,-1.163510010E-1,7.666005492E-1,9.997811317E0,1.002783352E1
1.400788975E1,-3.260220960E-2,8.410771489E-1,9.849455833E0,9.885355527E0
1.401027095E1,-2.192423791E-1,7.908278704E-1,9.885348320E0,9.919354180E0
1.401265308E1,-1.953141540E-1,7.761718631E-1,1.004806042E1,1.007988634E1
1.401503345E1,-6.370890141E-2,8.171489239E-1,9.851848602E0,9.885884486E0
1.401741428E1,-2.982055247E-1,7.618148923E-1,9.751350403E0,9.785607960E0
1.401979600E1,-2.647060156E-1,7.163512707E-1,9.873384476E0,9.902875816E0
1.402217631E1,1.046859939E-2,7.809575200E-1,9.768099785E0,9.799274343E0
1.402455762E1,-1.307079345E-1,7.594220638E-1,9.744172096E0,9.774594430E0
1.402693850E1,-1.929213256E-1,7.713862062E-1,9.899705887E0,9.931587585E0
1.402931996E1,-9.960123897E-2,7.860422134E-1,9.894919395E0,9.926591188E0
1.403170199E1,-2.024926096E-1,7.761718631E-1,9.825528145E0,9.858217351E0
1.403408272E1,-2.407777756E-1,7.498508096E-1,9.890133858E0,9.921441322E0
1.403646423E1,-1.378864050E-1,8.315058947E-1,9.856635094E0,9.892606840E0
1.403884626E1,-4.695914313E-2,8.961120844E-1,9.748957634E0,9.790168384E0
1.404122683E1,-1.450648755E-1,8.267202377E-1,9.667601585E0,9.703969836E0
1.404360782E1,-5.653043464E-2,7.019943595E-1,9.842277527E0,9.867442358E0
1.404598933E1,-7.088737190E-2,6.397809386E-1,9.823135376E0,9.844203029E0
1.404837022E1,-1.666002721E-1,7.283154130E-1,9.784850121E0,9.813332302E0
1.405075230E1,-3.260220960E-2,8.626125455E-1,9.897313118E0,9.934886525E0
1.405313225E1,-9.960123897E-2,7.785646915E-1,9.892526627E0,9.923616601E0
1.405551376E1,-2.982055247E-1,7.067800164E-1,9.806385040E0,9.836343431E0
1.405789579E1,-2.910270393E-1,7.956135273E-1,9.878170013E0,9.914430918E0
1.406027662E1,-2.288136631E-1,8.003991842E-1,9.796813965E0,9.832118714E0
1.406265798E1,-2.838485837E-1,7.932206988E-1,9.727422714E0,9.763837450E0
1.406503871E1,-1.067797095E-1,7.474579811E-1,9.887741089E0,9.916527577E0
1.406742001E1,-1.043868884E-1,7.689933777E-1,9.837491989E0,9.868054321E0
1.406980225E1,-1.761715710E-1,8.027920127E-1,9.777671814E0,9.812154582E0
1.407218277E1,-9.720841795E-2,7.546364665E-1,9.866206169E0,9.895501495E0
1.407456360E1,-3.888336709E-3,7.932206988E-1,9.906884193E0,9.938589871E0
1.407694543E1,-1.426720470E-1,7.908278704E-1,9.792028427E0,9.824947061E0
1.407932584E1,-1.307079345E-1,7.474579811E-1,9.796813965E0,9.826156006E0
1.408170720E1,-1.091725305E-1,7.307082415E-1,9.866206169E0,9.893830267E0
1.408408845E1,-1.713859290E-1,7.618148923E-1,9.808777809E0,9.839809814E0
1.408646959E1,-1.235294715E-1,8.315058947E-1,9.794421196E0,9.830429703E0
1.408885110E1,-1.929213256E-1,8.458628058E-1,9.849455833E0,9.887592363E0
1.409123147E1,-2.192423791E-1,7.980063558E-1,9.882955551E0,9.917544645E0
1.409361246E1,-8.045866340E-2,7.809575200E-1,9.736993790E0,9.768593364E0
1.409599428E1,-2.144567221E-1,8.315058947E-1,9.806385040E0,9.843910874E0
1.409837480E1,-3.628117442E-1,7.618148923E-1,9.928419113E0,9.964210976E0
1.410075642E1,-4.935196787E-2,7.689933777E-1,9.715457916E0,9.745968857E0
1.410313746E1,2.482553571E-2,7.785646915E-1,9.634101868E0,9.665541789E0
1.410551907E1,-2.024926096E-1,7.522436380E-1,9.787242889E0,9.818197244E0
1.410790126E1,-3.978067636E-2,7.713862062E-1,9.780064583E0,9.810518968E0
1.411028168E1,9.690931439E-2,7.713862062E-1,9.722636223E0,9.753670243E0
1.411266308E1,-1.666002721E-1,7.570292354E-1,9.801599503E0,9.832202282E0
1.411504512E1,-1.713859290E-1,7.642077208E-1,9.928419113E0,9.959261653E0
1.411742543E1,-1.378864050E-1,7.908278704E-1,9.803992271E0,9.836802623E0
1.411980657E1,-1.211366430E-1,8.171489239E-1,9.818349838E0,9.853040140E0
1.412218782E1,-1.689931005E-1,8.051848412E-1,9.832706451E0,9.867066304E0
1.412456866E1,-1.354935765E-1,8.051848412E-1,9.861420631E0,9.895165386E0
1.412695079E1,-2.647060156E-1,7.860422134E-1,9.851848602E0,9.886700790E0
1.412933090E1,-2.072782665E-1,7.932206988E-1,9.811170578E0,9.845365990E0
1.413171220E1,-6.610172242E-2,7.785646915E-1,9.765707016E0,9.796916144E0
1.413409397E1,-2.575275302E-1,7.211369276E-1,9.832706451E0,9.862478140E0
1.413647418E1,-2.551347017E-1,7.331010103E-1,9.844670296E0,9.875224759E0
1.413885496E1,3.439682722E-2,7.450651526E-1,9.693922997E0,9.722574159E0
1.414123558E1,-4.217349738E-2,7.546364665E-1,9.725028992E0,9.754355114E0
1.414361678E1,-1.929213256E-1,7.980063558E-1,9.894919395E0,9.928920517E0
1.414599876E1,-3.499503061E-2,8.003991842E-1,9.866206169E0,9.898681108E0
1.414837887E1,-5.413761362E-2,7.980063558E-1,9.811170578E0,9.843719477E0
1.415076022E1,-1.857428551E-1,8.147560954E-1,9.945169449E0,9.980216594E0
1.415314183E1,-1.115653589E-1,8.123632669E-1,9.909276962E0,9.943145922E0
1.415552199E1,-9.960123897E-2,7.809575200E-1,9.770493507E0,9.802160906E0
1.415790324E1,-2.048854381E-1,7.737790346E-1,9.832706451E0,9.865233307E0
1.416028412E1,-1.666002721E-1,7.761718631E-1,9.799206734E0,9.831309731E0
1.416266532E1,-2.455634177E-1,7.546364665E-1,9.758528709E0,9.790743596E0
1.416504715E1,-2.670988142E-1,7.860422134E-1,9.803992271E0,9.839078646E0
1.416742741E1,-1.498505175E-1,8.123632669E-1,9.751350403E0,9.786277328E0
1.416980860E1,-1.402792335E-1,7.980063558E-1,9.736993790E0,9.770646881E0
