"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.403923292E0,6.379733276E-1,-9.257049866E0,8.123606873E-1,9.314500098E0
6.413867292E0,6.659651184E-1,-9.703870697E0,8.782237244E-1,9.766262998E0
6.423810292E0,7.065307617E-1,-1.017928207E1,9.259744263E-1,1.024570144E1
6.433753292E0,7.276368713E-1,-1.060245209E1,9.383985901E-1,1.066874114E1
6.443697292E0,7.247927856E-1,-1.100721039E1,9.949809265E-1,1.107582919E1
6.453640292E0,7.394622803E-1,-1.142199783E1,1.050814819E0,1.149404414E1
6.463583292E0,7.173083496E-1,-1.184831131E1,1.070723419E0,1.191819872E1
6.473526292E0,6.731501770E-1,-1.225770996E1,1.104852448E0,1.232579748E1
6.483470292E0,6.809339905E-1,-1.266306702E1,1.107696533E0,1.272964764E1
6.493413292E0,6.852749634E-1,-1.306393341E1,1.125659180E0,1.313023482E1
6.503356292E0,6.429130554E-1,-1.342827576E1,1.125659180E0,1.349070182E1
6.513299292E0,6.373745728E-1,-1.375055557E1,1.126257935E0,1.381131717E1
6.523243292E0,6.447093201E-1,-1.403646103E1,1.141975250E0,1.409758830E1
6.533186292E0,6.535409546E-1,-1.427596298E1,1.147513733E0,1.433691120E1
6.543129292E0,6.568341064E-1,-1.452564377E1,1.127156067E0,1.458410912E1
6.553073292E0,6.584806824E-1,-1.475975693E1,1.137933655E0,1.481819538E1
6.563016292E0,6.676116943E-1,-1.494342499E1,1.150357819E0,1.500249909E1
6.572959292E0,6.761439514E-1,-1.513233215E1,1.172511749E0,1.519274270E1
6.582902292E0,6.807843018E-1,-1.522723480E1,1.159039764E0,1.528644891E1
6.592846292E0,7.120692444E-1,-1.529055313E1,1.167422333E0,1.535157753E1
6.602789292E0,7.303312683E-1,-1.531001266E1,1.185983734E0,1.537323743E1
6.612732292E0,7.496411133E-1,-1.530731827E1,1.199755096E0,1.537255238E1
6.622675292E0,7.682025146E-1,-1.528426620E1,1.230291595E0,1.535293281E1
6.632619292E0,8.059240723E-1,-1.525028687E1,1.258283386E0,1.532331688E1
6.642562292E0,8.143066406E-1,-1.517544250E1,1.248852997E0,1.524850105E1
6.652505292E0,8.113128662E-1,-1.504685989E1,1.238524475E0,1.511952923E1
6.662449292E0,7.963439941E-1,-1.489747055E1,1.251996460E0,1.497118191E1
6.672392292E0,7.798782349E-1,-1.467548218E1,1.248703308E0,1.474914395E1
6.682335292E0,7.355703735E-1,-1.443238770E1,1.251248016E0,1.450518873E1
6.692278292E0,7.090754700E-1,-1.419483170E1,1.216969299E0,1.426453817E1
6.702222292E0,6.786886597E-1,-1.391476410E1,1.185235291E0,1.398163298E1
6.712165292E0,6.466552734E-1,-1.363604370E1,1.161734161E0,1.370071083E1
6.722108292E0,6.090834045E-1,-1.331825455E1,1.138682098E0,1.338071312E1
6.732052292E0,6.090834045E-1,-1.295690598E1,1.089135132E0,1.301685870E1
6.741995292E0,5.731581116E-1,-1.255978180E1,1.066831512E0,1.261803307E1
6.751938292E0,5.535488892E-1,-1.215457443E1,9.945318604E-1,1.220775121E1
6.761881292E0,5.267546082E-1,-1.176059372E1,9.717791748E-1,1.181242523E1
6.771825292E0,4.888833618E-1,-1.133338211E1,9.168434143E-1,1.138091204E1
6.781768292E0,4.724176025E-1,-1.091410400E1,8.828640747E-1,1.095994040E1
6.791711292E0,4.680766296E-1,-1.049781967E1,8.390052795E-1,1.054169073E1
6.801654292E0,4.574487305E-1,-1.007988876E1,8.038284302E-1,1.012223083E1
6.811597708E0,4.523593140E-1,-9.608518982E0,7.833210754E-1,9.651002947E0
6.821540708E0,4.617897034E-1,-9.141639862E0,7.575746155E-1,9.184592990E0
6.831483708E0,4.793032837E-1,-8.680897980E0,7.382647705E-1,8.725408658E0
6.841427708E0,4.703219604E-1,-8.263266449E0,7.252418518E-1,8.308354283E0
6.851370708E0,4.843927002E-1,-7.835755463E0,7.173083496E-1,7.883414947E0
6.861313708E0,4.752616882E-1,-7.435936890E0,6.839277649E-1,7.482431977E0
6.871256708E0,4.370910645E-1,-7.073091431E0,6.491999817E-1,7.116258258E0
6.881200708E0,4.444258118E-1,-6.677613831E0,6.203100586E-1,6.721073228E0
6.891143708E0,4.155358887E-1,-6.294710083E0,6.215075684E-1,6.338952339E0
6.901086708E0,3.956272888E-1,-5.951174469E0,5.963598633E-1,5.994050684E0
6.911029708E0,3.935316467E-1,-5.631289673E0,5.635780334E-1,5.673086526E0
6.920973708E0,3.830534363E-1,-5.347779236E0,5.463638306E-1,5.389247269E0
6.930916708E0,3.556604004E-1,-5.107079773E0,5.325924683E-1,5.147078090E0
6.940859708E0,3.857478333E-1,-4.867877197E0,4.897814941E-1,4.907638507E0
6.950803708E0,3.448828125E-1,-4.697980499E0,4.742138672E-1,4.734431721E0
6.960746708E0,3.379971313E-1,-4.516108704E0,4.596940613E-1,4.552010382E0
6.970689708E0,3.070115662E-1,-4.348607025E0,4.370910645E-1,4.381288368E0
6.980632708E0,3.026705933E-1,-4.258494415E0,4.013154602E-1,4.288057634E0
6.990576708E0,2.824626160E-1,-4.193529510E0,4.011657715E-1,4.222133212E0
7.000519708E0,2.624043274E-1,-4.155508575E0,3.655398560E-1,4.179799868E0
7.010462708E0,2.749781799E-1,-4.182901611E0,3.562591553E-1,4.207041654E0
7.020406708E0,2.778222656E-1,-4.253105621E0,3.715274048E-1,4.278332064E0
7.030349708E0,2.716850281E-1,-4.308789825E0,3.769161987E-1,4.333768376E0
7.040292708E0,2.501298523E-1,-4.391567688E0,3.829037476E-1,4.415319579E0
7.050235708E0,2.547702026E-1,-4.523593140E0,3.882925415E-1,4.547369992E0
7.060179708E0,2.734812927E-1,-4.691693573E0,3.999682617E-1,4.716646607E0
7.070122708E0,2.880010986E-1,-4.901257782E0,3.932322693E-1,4.925434407E0
7.080065708E0,2.875520325E-1,-5.161267090E0,4.120930481E-1,5.185671106E0
7.090008708E0,3.089575195E-1,-5.434149628E0,4.336482239E-1,5.460172864E0
7.099952708E0,3.050656128E-1,-5.739813995E0,4.782554626E-1,5.767777563E0
7.109895708E0,3.243754578E-1,-6.043083344E0,4.878355408E-1,6.071413283E0
7.119838708E0,3.222798157E-1,-6.359824677E0,5.248086548E-1,6.389574189E0
7.129782708E0,3.854484558E-1,-6.717730408E0,5.530998230E-1,6.751473303E0
7.139725708E0,4.120930481E-1,-7.091353455E0,5.950126648E-1,7.128194341E0
7.149668708E0,4.272116089E-1,-7.498357086E0,6.529421997E-1,7.538846216E0
7.159611708E0,4.583468628E-1,-7.931705933E0,7.003935242E-1,7.975750243E0
7.169555708E0,4.764591980E-1,-8.372239838E0,7.670050049E-1,8.420790340E0
7.179498708E0,5.192701721E-1,-8.805588684E0,8.140072632E-1,8.858365617E0
7.189441708E0,5.288502502E-1,-9.216783600E0,8.669970703E-1,9.272565256E0
7.199384708E0,5.535488892E-1,-9.643246765E0,9.232800293E-1,9.703147456E0
7.209328708E0,5.960604858E-1,-1.009216324E1,9.500743103E-1,1.015429407E1
7.219271708E0,6.194119263E-1,-1.053329590E1,9.849517822E-1,1.059736399E1
7.229214708E0,6.258485413E-1,-1.098819992E1,1.031055908E0,1.105419831E1
7.239158708E0,6.381230164E-1,-1.143053009E1,1.048868866E0,1.149627527E1
7.249101708E0,6.503974915E-1,-1.186118454E1,1.077908478E0,1.192780794E1
7.259044708E0,6.595285034E-1,-1.224887833E1,1.125359802E0,1.231813431E1
7.268987708E0,6.520440674E-1,-1.261486725E1,1.127605133E0,1.268193717E1
7.278931708E0,6.616241455E-1,-1.298310150E1,1.112636261E0,1.304747602E1
7.288874708E0,6.632707214E-1,-1.334430038E1,1.115480347E0,1.340725838E1
7.298817708E0,6.601272583E-1,-1.367556152E1,1.121767273E0,1.373736193E1
7.308760708E0,6.653663635E-1,-1.398856064E1,1.105151825E0,1.404791450E1
7.318704708E0,6.700067139E-1,-1.429482376E1,1.097667389E0,1.435255270E1
7.328647708E0,6.933581543E-1,-1.453806793E1,1.099763031E0,1.459608315E1
7.338590708E0,7.120692444E-1,-1.472562790E1,1.090332642E0,1.478309795E1
7.348534708E0,7.117698669E-1,-1.488459732E1,1.095122681E0,1.494179198E1
7.358477708E0,7.179071045E-1,-1.503653137E1,1.132095795E0,1.509616863E1
7.368420708E0,7.244934082E-1,-1.515837799E1,1.131497040E0,1.521780535E1
7.378363708E0,7.162605286E-1,-1.526435760E1,1.167272644E0,1.532567022E1
7.388307708E0,7.349716187E-1,-1.532872375E1,1.184636536E0,1.539198879E1
7.398250708E0,7.238946533E-1,-1.536584656E1,1.201401672E0,1.542973201E1
7.408193708E0,7.351213074E-1,-1.534459076E1,1.241817627E0,1.541229963E1
7.418137708E0,7.393125916E-1,-1.525223282E1,1.252894592E0,1.532145339E1
7.428080708E0,7.241940308E-1,-1.514206192E1,1.254241791E0,1.521116756E1
7.438023708E0,7.402107239E-1,-1.502216125E1,1.278491364E0,1.509462755E1
7.447966708E0,7.069798279E-1,-1.488459732E1,1.274449768E0,1.495577748E1
7.457910708E0,7.173083496E-1,-1.471739502E1,1.273102570E0,1.478976124E1
7.467853708E0,6.973997498E-1,-1.449974762E1,1.266965332E0,1.457169340E1
7.477796708E0,6.649172974E-1,-1.426743073E1,1.260528717E0,1.433843182E1
7.487739708E0,6.348298645E-1,-1.394964157E1,1.209484863E0,1.401636053E1
7.497683708E0,6.170169067E-1,-1.361987732E1,1.161584473E0,1.368323962E1
7.507626708E0,5.998027039E-1,-1.330059128E1,1.124461670E0,1.336150836E1
7.517569708E0,5.900729370E-1,-1.293969177E1,1.094523926E0,1.299929967E1
7.527513708E0,5.712121582E-1,-1.259645554E1,1.036893768E0,1.265196127E1
7.537456708E0,5.623805237E-1,-1.220816299E1,9.997709656E-1,1.226193531E1
7.547399708E0,5.331912231E-1,-1.180774567E1,9.560618591E-1,1.185838121E1
7.557342708E0,5.281018066E-1,-1.137589371E1,8.991801453E-1,1.142358849E1
7.567286708E0,4.987628174E-1,-1.093416229E1,8.729846191E-1,1.098029014E1
7.577229708E0,4.854405212E-1,-1.046967819E1,8.381071472E-1,1.051438241E1
7.587172708E0,4.819976807E-1,-1.003123993E1,8.015830994E-1,1.007475219E1
7.597116708E0,4.632865906E-1,-9.608818359E0,7.834707642E-1,9.651831493E0
7.607059708E0,4.583468628E-1,-9.182804260E0,7.583230591E-1,9.225455533E0
7.617002708E0,4.577481079E-1,-8.755592651E0,7.405101013E-1,8.798766460E0
7.626945708E0,4.420307922E-1,-8.327183533E0,7.066804504E-1,8.368797648E0
7.636889708E0,4.234693909E-1,-7.883057098E0,6.887178040E-1,7.924408354E0
7.646832708E0,4.086502075E-1,-7.450456696E0,6.691085815E-1,7.491595708E0
7.656775708E0,4.065545654E-1,-7.045399017E0,6.533912659E-1,7.087302313E0
7.666718708E0,3.827540588E-1,-6.676865387E0,6.331832886E-1,6.717734227E0
7.676662708E0,3.680845642E-1,-6.339616699E0,6.345304871E-1,6.381916254E0
7.686605708E0,3.586541748E-1,-6.015390930E0,6.164181519E-1,6.057518650E0
7.696548708E0,3.457809448E-1,-5.708379364E0,5.764512634E-1,5.747821803E0
7.706492708E0,3.269201660E-1,-5.410648499E0,5.689668274E-1,5.450295150E0
7.716435708E0,3.004252625E-1,-5.126539307E0,5.432203674E-1,5.163985764E0
7.726378708E0,2.924917603E-1,-4.872367859E0,5.114863586E-1,4.907864941E0
7.736321708E0,2.811154175E-1,-4.678820343E0,5.023553467E-1,4.714100824E0
7.746265708E0,2.624043274E-1,-4.516258392E0,4.736151123E-1,4.548599474E0
7.756208708E0,2.616558838E-1,-4.413272552E0,4.665797424E-1,4.445574775E0
7.766151708E0,2.359094238E-1,-4.323758698E0,4.498146057E-1,4.353490061E0
7.776095708E0,2.293231201E-1,-4.235592041E0,4.340972900E-1,4.263949987E0
7.786038708E0,2.305206299E-1,-4.193529510E0,4.147874451E-1,4.220293608E0
7.795981708E0,2.112107849E-1,-4.194727020E0,4.155358887E-1,4.220546747E0
7.805924708E0,2.008822632E-1,-4.210444336E0,4.201762390E-1,4.236123613E0
7.815869417E0,1.966909790E-1,-4.272265778E0,4.056564331E-1,4.295986424E0
7.825812417E0,2.101629639E-1,-4.414320374E0,3.959266663E-1,4.437020482E0
7.835755417E0,2.171983337E-1,-4.569996643E0,4.019142151E-1,4.592774703E0
7.845698417E0,2.339634705E-1,-4.746030579E0,4.019142151E-1,4.768760866E0
7.855642417E0,2.535726929E-1,-4.945715332E0,4.185296631E-1,4.969865827E0
7.865585417E0,2.769241333E-1,-5.139113159E0,4.331991577E-1,5.164768393E0
7.875528417E0,2.978805542E-1,-5.410049744E0,4.387376404E-1,5.435978456E0
7.885472417E0,3.306623840E-1,-5.696104889E0,4.653822327E-1,5.724642272E0
7.895415417E0,3.640429688E-1,-6.012397156E0,4.884342957E-1,6.043179205E0
7.905358417E0,4.065545654E-1,-6.361471252E0,5.111869812E-1,6.394913232E0
7.915301417E0,4.249662781E-1,-6.740183716E0,5.408253479E-1,6.775187445E0
7.925245417E0,4.581971741E-1,-7.109465790E0,5.884263611E-1,7.148474946E0
7.935188417E0,4.929249573E-1,-7.476203156E0,6.206094360E-1,7.518094487E0
7.945131417E0,5.414241028E-1,-7.872578888E0,6.845265198E-1,7.920808984E0
7.955074417E0,5.783972168E-1,-8.295449524E0,7.162605286E-1,8.346379771E0
7.965018417E0,6.141728210E-1,-8.736582184E0,7.520361328E-1,8.790371713E0
7.974961417E0,6.491999817E-1,-9.186696167E0,8.008346558E-1,9.244359536E0
7.984904417E0,6.653663635E-1,-9.635762329E0,8.562194824E-1,9.696583927E0
7.994848417E0,6.933581543E-1,-1.007734406E1,8.961863708E-1,1.014084606E1
8.004791417E0,6.810836792E-1,-1.051353699E1,9.535171509E-1,1.057863554E1
8.014734417E0,6.945556641E-1,-1.095077774E1,1.001267853E0,1.101837002E1
8.024677417E0,6.941065979E-1,-1.135823044E1,1.046024780E0,1.142739474E1
8.034621417E0,6.876699829E-1,-1.177661041E1,1.103205872E0,1.184814357E1
8.044564417E0,6.765930176E-1,-1.220531891E1,1.113235016E0,1.227464378E1
8.054507417E0,6.565347290E-1,-1.261067596E1,1.135688324E0,1.267872131E1
8.064450417E0,6.463558960E-1,-1.300405792E1,1.149908752E0,1.307079143E1
8.074394417E0,6.334826660E-1,-1.334983887E1,1.157093811E0,1.341485610E1
8.084337417E0,6.427633667E-1,-1.366613113E1,1.156345367E0,1.373001892E1
8.094280417E0,6.212081909E-1,-1.395503036E1,1.138682098E0,1.401518352E1
8.104224417E0,6.375242615E-1,-1.420845337E1,1.136586456E0,1.426809073E1
8.114167417E0,6.472540283E-1,-1.446711548E1,1.134490814E0,1.452595737E1
8.124110417E0,6.625222778E-1,-1.470751556E1,1.144819336E0,1.476687378E1
8.134053417E0,6.724017334E-1,-1.491707977E1,1.149010620E0,1.497636867E1
8.143997417E0,6.794371033E-1,-1.507664795E1,1.151854706E0,1.513584214E1
8.153940417E0,7.089257812E-1,-1.516496429E1,1.135838013E0,1.522395631E1
8.163883417E0,7.261399841E-1,-1.521825348E1,1.143322449E0,1.527840648E1
8.173826417E0,7.720944214E-1,-1.526316010E1,1.165775757E0,1.532707470E1
8.183770417E0,8.005352783E-1,-1.528471527E1,1.175505524E0,1.535073910E1
8.193713417E0,8.155041504E-1,-1.527423706E1,1.165177002E0,1.534030646E1
8.203656417E0,8.226892090E-1,-1.523322235E1,1.207538910E0,1.530313794E1
8.213600417E0,8.189469910E-1,-1.515254013E1,1.213077393E0,1.522306485E1
8.223543417E0,8.196954346E-1,-1.504446487E1,1.247954865E0,1.511837343E1
8.233486417E0,7.851173401E-1,-1.487172409E1,1.244212646E0,1.494431838E1
8.243429417E0,7.794291687E-1,-1.466859650E1,1.239272919E0,1.474147314E1
8.253373417E0,7.382647705E-1,-1.443568085E1,1.228345642E0,1.450664501E1
8.263316417E0,6.887178040E-1,-1.422057816E1,1.226399689E0,1.428996961E1
8.273259417E0,6.700067139E-1,-1.395547943E1,1.219813385E0,1.402470177E1
8.283202417E0,6.204597473E-1,-1.366598145E1,1.192270660E0,1.373191642E1
8.293146417E0,6.132746887E-1,-1.334894073E1,1.165027313E0,1.341370990E1
8.303089417E0,5.909710693E-1,-1.298654434E1,1.132395172E0,1.304921069E1
8.313032417E0,5.507048035E-1,-1.259989838E1,1.091829529E0,1.265909975E1
8.322976417E0,5.155279541E-1,-1.219424194E1,1.068627777E0,1.225182725E1
8.332919417E0,4.996609497E-1,-1.179337555E1,1.016835480E0,1.184767160E1
8.342862417E0,4.791535950E-1,-1.137170242E1,9.756710815E-1,1.142353440E1
8.352805417E0,4.653822327E-1,-1.096454910E1,9.331594849E-1,1.101402307E1
8.362749417E0,4.564009094E-1,-1.055065979E1,8.797206116E-1,1.059710489E1
8.372692417E0,4.794529724E-1,-1.010937744E1,8.445437622E-1,1.015591658E1
8.382635417E0,4.718188477E-1,-9.648036804E0,7.957452393E-1,9.692287536E0
8.392579417E0,4.882846069E-1,-9.174870758E0,7.631130981E-1,9.219491140E0
8.402522417E0,4.751119995E-1,-8.746461639E0,7.301815796E-1,8.789737639E0
8.412465417E0,4.915777588E-1,-8.317304077E0,7.063810730E-1,8.361708559E0
8.422408417E0,4.644841003E-1,-7.890391846E0,6.713539124E-1,7.932511899E0
8.432352417E0,4.614903259E-1,-7.505691833E0,6.521937561E-1,7.548095118E0
8.442295417E0,4.505630493E-1,-7.125183105E0,6.373745728E-1,7.167809128E0
8.452238417E0,4.453239441E-1,-6.733896790E0,6.036946106E-1,6.775553599E0
8.462181417E0,4.221221924E-1,-6.347999268E0,5.894741821E-1,6.389269259E0
8.472125417E0,4.108955383E-1,-5.996081085E0,5.806425476E-1,6.038126306E0
8.482068417E0,3.909869385E-1,-5.684878235E0,5.562432861E-1,5.725392382E0
8.492011417E0,3.844006348E-1,-5.430257721E0,5.337899780E-1,5.469953794E0
8.501955417E0,3.570075989E-1,-5.170398102E0,5.074447632E-1,5.207491829E0
8.511898417E0,3.619473267E-1,-4.951403503E0,4.939727783E-1,4.989129346E0
8.521841417E0,3.049159241E-1,-4.757107544E0,4.623884583E-1,4.789243050E0
8.531784417E0,3.076103210E-1,-4.567451935E0,4.421804810E-1,4.599104789E0
8.541728417E0,2.921923828E-1,-4.418212280E0,4.481680298E-1,4.450486572E0
8.551671417E0,2.630030823E-1,-4.305197296E0,4.360432434E-1,4.335207964E0
8.561614417E0,2.433938599E-1,-4.232298889E0,4.260140991E-1,4.260643434E0
8.571557417E0,2.110610962E-1,-4.211941223E0,4.260140991E-1,4.238688909E0
8.581501417E0,1.939965820E-1,-4.240082703E0,4.195774841E-1,4.265205888E0
8.591444417E0,2.001338196E-1,-4.288432159E0,4.260140991E-1,4.314184969E0
8.601387417E0,1.869612122E-1,-4.338577881E0,4.165837097E-1,4.362539915E0
8.611331417E0,1.974394226E-1,-4.427792358E0,4.447251892E-1,4.454448113E0
8.621274417E0,1.986369324E-1,-4.562212830E0,4.384382629E-1,4.587534266E0
8.631217417E0,2.013313293E-1,-4.737049255E0,4.758604431E-1,4.765145655E0
8.641160417E0,1.944456482E-1,-4.932542725E0,4.751119995E-1,4.959185241E0
8.651104417E0,1.980381775E-1,-5.170098724E0,4.787045288E-1,5.195988642E0
8.661047417E0,1.995350647E-1,-5.460345154E0,4.855902100E-1,5.485524705E0
8.670990417E0,2.309696960E-1,-5.762267303E0,5.423222351E-1,5.792338464E0
8.680934417E0,2.501298523E-1,-6.040688324E0,5.595364380E-1,6.071701689E0
8.690877417E0,3.005749512E-1,-6.343957672E0,5.788462830E-1,6.377398158E0
8.700820417E0,3.366499329E-1,-6.688541107E0,6.020480347E-1,6.724014958E0
8.710763417E0,3.565585327E-1,-7.076384583E0,6.439608765E-1,7.114565226E0
8.720707417E0,4.105961609E-1,-7.482190704E0,6.888674927E-1,7.525045207E0
8.730650417E0,4.598437500E-1,-7.899223480E0,7.119195557E-1,7.944558976E0
8.740593417E0,5.063969421E-1,-8.324489136E0,7.607180786E-1,8.374499939E0
8.750536417E0,5.465135193E-1,-8.753197632E0,7.911048889E-1,8.805849917E0
8.760480417E0,5.845344543E-1,-9.155111847E0,8.457412720E-1,9.212656064E0
8.770423417E0,6.345304871E-1,-9.575886841E0,8.822653198E-1,9.637355956E0
8.780366417E0,6.816824341E-1,-1.002749771E1,9.126521301E-1,1.009199362E1
8.790310417E0,6.903643799E-1,-1.045081741E1,9.586065674E-1,1.051737202E1
8.800253417E0,7.108717346E-1,-1.091619965E1,9.966275024E-1,1.098462652E1
8.810196417E0,7.141648865E-1,-1.136002670E1,1.022074585E0,1.142824897E1
8.820139042E0,7.259902954E-1,-1.178035263E1,1.058598633E0,1.185008021E1
8.830083042E0,7.188052368E-1,-1.215951416E1,1.069825287E0,1.222763230E1
8.840026042E0,7.047344971E-1,-1.253747818E1,1.079105988E0,1.260355028E1
8.849969042E0,6.984475708E-1,-1.289837769E1,1.102607117E0,1.296424770E1
8.859912042E0,6.734495544E-1,-1.325239151E1,1.100361786E0,1.331503703E1
8.869856042E0,6.402186584E-1,-1.360221405E1,1.116079102E0,1.366293305E1
8.879799042E0,6.313870239E-1,-1.392135040E1,1.124910736E0,1.398098962E1
8.889742042E0,6.307882690E-1,-1.421713531E1,1.129251709E0,1.427585513E1
8.899686042E0,6.215075684E-1,-1.446711548E1,1.117126923E0,1.452348699E1
8.909629042E0,6.432124329E-1,-1.466365677E1,1.139580231E0,1.472192906E1
8.919572042E0,6.421646118E-1,-1.482681747E1,1.133742371E0,1.488395994E1
8.929515042E0,6.610253906E-1,-1.498563721E1,1.168170776E0,1.504562727E1
8.939459042E0,6.604266357E-1,-1.511586639E1,1.196162567E0,1.517749601E1
8.949402042E0,6.786886597E-1,-1.522708511E1,1.208736420E0,1.529005504E1
8.959345042E0,6.911128235E-1,-1.530312698E1,1.209035797E0,1.536636261E1
8.969288042E0,7.297325134E-1,-1.530207916E1,1.208437042E0,1.536705750E1
8.979232042E0,7.387138367E-1,-1.526091476E1,1.213077393E0,1.532686447E1
8.989175042E0,7.415579224E-1,-1.520163803E1,1.241967316E0,1.527030418E1
8.999118042E0,7.833210754E-1,-1.510598694E1,1.258283386E0,1.517852794E1
9.009062042E0,8.080197144E-1,-1.499117569E1,1.267713776E0,1.506636461E1
9.019005042E0,7.918533325E-1,-1.485600677E1,1.253193970E0,1.492978446E1
9.028948042E0,7.785310364E-1,-1.470302490E1,1.247505798E0,1.477637718E1
9.038891042E0,7.635621643E-1,-1.448852097E1,1.236578522E0,1.456122912E1
9.048835042E0,7.234455872E-1,-1.423060730E1,1.193767548E0,1.429890341E1
9.058778042E0,6.912625122E-1,-1.393227768E1,1.161434784E0,1.399768324E1
9.068721042E0,6.689588928E-1,-1.363529526E1,1.138532410E0,1.369908898E1
9.078665042E0,6.520440674E-1,-1.331256638E1,1.095721436E0,1.337348834E1
9.088608042E0,6.221063232E-1,-1.296379166E1,1.073567505E0,1.302303565E1
9.098551042E0,5.845344543E-1,-1.262025604E1,1.046473846E0,1.267705213E1
9.108494042E0,5.565426636E-1,-1.225845840E1,1.022972717E0,1.231365159E1
9.118438042E0,5.339396667E-1,-1.186058578E1,9.611512756E-1,1.191143982E1
9.128381042E0,4.942721558E-1,-1.143696671E1,9.208850098E-1,1.148462196E1
9.138324042E0,4.715194702E-1,-1.097382980E1,8.970845032E-1,1.102052774E1
9.148267042E0,4.454736328E-1,-1.055395294E1,8.652008057E-1,1.059872360E1
9.158211042E0,4.317022705E-1,-1.011596375E1,8.384065247E-1,1.015982356E1
9.168154042E0,4.269122314E-1,-9.689949646E0,8.075706482E-1,9.732910590E0
9.178097042E0,4.293072510E-1,-9.291627960E0,7.882608032E-1,9.334881358E0
9.188041042E0,4.326004028E-1,-8.840915222E0,7.670050049E-1,8.884662163E0
9.197984042E0,4.320016479E-1,-8.405620422E0,7.625143433E-1,8.451183836E0
9.207927042E0,4.346960449E-1,-7.959548035E0,7.382647705E-1,8.005523121E0
9.217870042E0,4.327500916E-1,-7.542066193E0,7.006929016E-1,7.586896970E0
9.227814042E0,4.297563171E-1,-7.148833923E0,6.875202942E-1,7.194664767E0
9.237757042E0,4.221221924E-1,-6.769822083E0,6.644682312E-1,6.815438079E0
9.247700042E0,4.026626587E-1,-6.442303162E0,6.343807983E-1,6.485973037E0
9.257643042E0,3.971241760E-1,-6.107748871E0,5.957611084E-1,6.149571951E0
9.267587042E0,3.951782227E-1,-5.788163452E0,5.927673340E-1,5.831841484E0
9.277530042E0,3.776646423E-1,-5.479205933E0,5.652246094E-1,5.521214277E0
9.287473042E0,3.814068604E-1,-5.201084290E0,5.134323120E-1,5.240263516E0
9.297417042E0,3.272195435E-1,-4.957391052E0,5.001100159E-1,4.993286363E0
9.307360042E0,3.317102051E-1,-4.771627350E0,4.878355408E-1,4.807956192E0
9.317303042E0,3.420387268E-1,-4.596790924E0,4.692741394E-1,4.633324455E0
9.327246042E0,3.198847961E-1,-4.488416290E0,4.363426208E-1,4.520907205E0
9.337190042E0,3.110531616E-1,-4.393962708E0,4.245172119E-1,4.425367466E0
9.347133042E0,2.944377136E-1,-4.286486206E0,4.090992737E-1,4.316018973E0
9.357076042E0,3.008743286E-1,-4.230203247E0,3.833528137E-1,4.258180862E0
9.367019042E0,2.839595032E-1,-4.221371613E0,3.770658875E-1,4.247680541E0
9.376963042E0,2.863545227E-1,-4.260290680E0,3.746708679E-1,4.286310051E0
9.386906042E0,2.770738220E-1,-4.325554962E0,3.779640198E-1,4.350868009E0
9.396849042E0,2.754272461E-1,-4.438719635E0,3.677851868E-1,4.462438583E0
9.406793042E0,2.749781799E-1,-4.590503998E0,3.650907898E-1,4.613201842E0
9.416736042E0,2.966830444E-1,-4.741090851E0,3.832031250E-1,4.765795623E0
9.426679042E0,3.035687256E-1,-4.928201752E0,3.939807129E-1,4.953236041E0
9.436622042E0,3.032693481E-1,-5.140011292E0,4.065545654E-1,5.164975798E0
9.446566042E0,3.291654968E-1,-5.395679626E0,4.334985352E-1,5.423064589E0
9.456509042E0,3.472778320E-1,-5.678740997E0,4.848417664E-1,5.709971344E0
9.466452042E0,3.655398560E-1,-5.998326416E0,5.035528564E-1,6.030514461E0
9.476395042E0,3.772155762E-1,-6.341562653E0,5.373825073E-1,6.375459860E0
9.486339042E0,3.989204407E-1,-6.711443481E0,5.740562439E-1,6.747751603E0
9.496282042E0,4.198768616E-1,-7.052733765E0,6.140231323E-1,7.091852687E0
9.506225042E0,4.414320374E-1,-7.433990936E0,6.804849243E-1,7.478110939E0
9.516169042E0,4.695735168E-1,-7.827522583E0,7.119195557E-1,7.873845219E0
9.526112042E0,4.989125061E-1,-8.260572052E0,7.702981567E-1,8.311397209E0
9.536055042E0,5.403762817E-1,-8.706345062E0,8.180488586E-1,8.761372884E0
9.545998042E0,5.378315735E-1,-9.133856049E0,8.604107666E-1,9.190043297E0
9.555942042E0,5.551954651E-1,-9.571246490E0,9.120533752E-1,9.630620060E0
9.565885042E0,5.791456604E-1,-1.001372635E1,9.475296021E-1,1.007511476E1
9.575828042E0,5.833369446E-1,-1.043584854E1,1.001417542E0,1.050000256E1
9.585772042E0,6.273454285E-1,-1.086126389E1,1.033899994E0,1.092838344E1
9.595715042E0,6.201603699E-1,-1.126033401E1,1.043779449E0,1.132559917E1
9.605658042E0,6.352789307E-1,-1.169293442E1,1.065484314E0,1.175855227E1
9.615601042E0,6.366261292E-1,-1.212269073E1,1.072519684E0,1.218668216E1
9.625545042E0,6.478527832E-1,-1.252206024E1,1.102307739E0,1.258716760E1
9.635488042E0,6.248007202E-1,-1.291678940E1,1.106948090E0,1.297918173E1
9.645431042E0,6.427633667E-1,-1.324026672E1,1.093625793E0,1.330089565E1
