"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.086144542E1,6.632707214E-1,-1.353021378E1,1.090482330E0,1.359028199E1
2.087138942E1,6.141728210E-1,-1.324849960E1,1.057550812E0,1.330482483E1
2.088133242E1,5.888754272E-1,-1.294223648E1,1.018182678E0,1.299557445E1
2.089127542E1,5.861810303E-1,-1.257250534E1,9.833052063E-1,1.262451535E1
2.090121842E1,5.415737915E-1,-1.222717346E1,9.523196411E-1,1.227615517E1
2.091116242E1,5.281018066E-1,-1.186792053E1,9.354048157E-1,1.191643451E1
2.092110542E1,4.923262024E-1,-1.148636398E1,9.216334534E-1,1.153379170E1
2.093104842E1,4.848417664E-1,-1.106558899E1,8.891510010E-1,1.111183696E1
2.094099242E1,4.781057739E-1,-1.064616119E1,8.843609619E-1,1.069352269E1
2.095093542E1,4.790039062E-1,-1.026116180E1,8.500822449E-1,1.030745003E1
2.096087842E1,4.926255798E-1,-9.826914825E0,8.271798706E-1,9.873963818E0
2.097082142E1,4.691244507E-1,-9.400301971E0,8.252339172E-1,9.448109119E0
2.098076542E1,4.659809875E-1,-9.002129974E0,7.939489746E-1,9.049079364E0
2.099070842E1,4.936734009E-1,-8.605454865E0,7.869136047E-1,8.655449143E0
2.100065142E1,4.689747620E-1,-8.185727692E0,7.676037598E-1,8.235003989E0
2.101059542E1,4.581971741E-1,-7.770341492E0,7.500901794E-1,7.819896855E0
2.102053842E1,4.400848389E-1,-7.419321442E0,7.283853149E-1,7.467968297E0
2.103048142E1,4.357438660E-1,-7.069648590E0,6.740483093E-1,7.115064654E0
2.104042442E1,4.348457336E-1,-6.692133636E0,6.780899048E-1,6.740441331E0
2.105036842E1,4.254153442E-1,-6.360423431E0,6.553372192E-1,6.408231528E0
2.106031142E1,4.128414917E-1,-6.078559570E0,6.018983459E-1,6.122222322E0
2.107025442E1,4.001179504E-1,-5.787265320E0,5.691165161E-1,5.828930251E0
2.108019742E1,3.701802063E-1,-5.516328735E0,5.339396667E-1,5.554458360E0
2.109014142E1,3.462300110E-1,-5.285359039E0,5.092410278E-1,5.321110957E0
2.110008442E1,3.387455750E-1,-5.087769928E0,4.793032837E-1,5.121511793E0
2.111002742E1,3.273692322E-1,-4.912634125E0,4.577481079E-1,4.944762683E0
2.111997142E1,3.146456909E-1,-4.772375793E0,4.351451111E-1,4.802491426E0
2.112991442E1,2.917433167E-1,-4.668192444E0,4.134402466E-1,4.695536997E0
2.113985742E1,2.832110596E-1,-4.602778473E0,3.858975220E-1,4.627601438E0
2.114980042E1,2.817141724E-1,-4.530478821E0,3.847000122E-1,4.555501654E0
2.115974442E1,2.752775574E-1,-4.487817535E0,3.897894287E-1,4.513116414E0
2.116968742E1,2.628533936E-1,-4.541256409E0,3.896397400E-1,4.565514298E0
2.117963042E1,2.773731995E-1,-4.606221313E0,3.805087280E-1,4.630226514E0
2.118957442E1,2.582130432E-1,-4.683011627E0,3.803590393E-1,4.705522806E0
2.119951742E1,2.363584900E-1,-4.790637817E0,3.797602844E-1,4.811475232E0
2.120946042E1,2.454895020E-1,-4.946613464E0,3.611988831E-1,4.965854860E0
2.121940342E1,2.674937439E-1,-5.114564209E0,3.959266663E-1,5.136835395E0
2.122934742E1,2.751278687E-1,-5.304219818E0,4.433779907E-1,5.329824318E0
2.123929042E1,2.649490356E-1,-5.547613678E0,4.764591980E-1,5.574336631E0
2.124923342E1,2.839595032E-1,-5.831423492E0,5.041516113E-1,5.860059880E0
2.125917642E1,3.109034729E-1,-6.117179260E0,5.258564758E-1,6.147606697E0
2.126912042E1,3.224295044E-1,-6.402635651E0,5.650749207E-1,6.435605156E0
2.127906342E1,3.293151855E-1,-6.738237762E0,6.140231323E-1,6.774165708E0
2.128900642E1,3.635939026E-1,-7.091353455E0,6.707551575E-1,7.132279217E0
2.129895042E1,4.049079895E-1,-7.445516968E0,7.312294006E-1,7.492287357E0
2.130889342E1,4.212240601E-1,-7.820487213E0,7.785310364E-1,7.870423148E0
2.131883642E1,4.495152283E-1,-8.222102051E0,8.084687805E-1,8.273974126E0
2.132877942E1,5.026547241E-1,-8.631949768E0,8.509803772E-1,8.688347724E0
2.133872342E1,5.303471375E-1,-9.028175812E0,9.005273438E-1,9.088463901E0
2.134866642E1,5.385800171E-1,-9.431137848E0,9.379495239E-1,9.492954169E0
2.135860942E1,5.703140259E-1,-9.872420197E0,9.848020935E-1,9.937795218E0
2.136855342E1,5.848338318E-1,-1.028526169E1,1.015637970E0,1.035181912E1
2.137849642E1,6.198609924E-1,-1.066277664E1,1.021625519E0,1.072952711E1
2.138843942E1,6.334826660E-1,-1.107621689E1,1.001866608E0,1.113946217E1
2.139838242E1,6.548881531E-1,-1.150193161E1,1.017733612E0,1.156542654E1
2.140832642E1,6.706054688E-1,-1.187765030E1,1.043929138E0,1.194228104E1
2.141826942E1,6.650669861E-1,-1.224169327E1,1.044378204E0,1.230414946E1
2.142821242E1,6.698570251E-1,-1.261411880E1,1.037492523E0,1.267442671E1
2.143815542E1,6.800358582E-1,-1.294687683E1,1.015488281E0,1.300443328E1
2.144809942E1,6.632707214E-1,-1.324879898E1,1.007704468E0,1.330361119E1
2.145804242E1,6.602769470E-1,-1.353545288E1,1.000669098E0,1.358844321E1
2.146798542E1,6.541397095E-1,-1.382839371E1,1.044677582E0,1.388321730E1
2.147792942E1,6.794371033E-1,-1.409454025E1,1.058898010E0,1.415058178E1
2.148787242E1,6.740483093E-1,-1.431922302E1,1.066681824E0,1.437471040E1
2.149781542E1,6.857240295E-1,-1.449346069E1,1.076860657E0,1.454957900E1
2.150775842E1,6.848258972E-1,-1.467982315E1,1.112636261E0,1.473784766E1
2.151770242E1,7.108717346E-1,-1.479253876E1,1.149160309E0,1.485412774E1
2.152764542E1,7.021897888E-1,-1.486528748E1,1.192270660E0,1.492954626E1
2.153758842E1,7.128176880E-1,-1.494117966E1,1.216969299E0,1.500759717E1
2.154753242E1,7.162605286E-1,-1.499177444E1,1.244062958E0,1.506034604E1
2.155747542E1,7.174580383E-1,-1.499836075E1,1.267564087E0,1.506891801E1
2.156741842E1,7.072792053E-1,-1.493294678E1,1.297651520E0,1.500590027E1
2.157736142E1,7.297325134E-1,-1.488684265E1,1.299298096E0,1.496124223E1
2.158730542E1,7.253915405E-1,-1.479777786E1,1.296753387E0,1.487218854E1
2.159724842E1,7.327262878E-1,-1.464449661E1,1.274449768E0,1.471809740E1
2.160719142E1,7.134164429E-1,-1.445768509E1,1.238075409E0,1.452812623E1
2.161713442E1,7.053332520E-1,-1.427925613E1,1.225501556E0,1.434909422E1
2.162707842E1,7.084767151E-1,-1.409513901E1,1.176852722E0,1.416191602E1
2.163702142E1,6.881190491E-1,-1.383602783E1,1.136885834E0,1.389970084E1
2.164696442E1,6.659651184E-1,-1.356015152E1,1.100960541E0,1.362106211E1
2.165690842E1,6.577322388E-1,-1.326406723E1,1.043480072E0,1.332129655E1
2.166685142E1,6.224057007E-1,-1.294463150E1,1.008452911E0,1.299876343E1
2.167679442E1,5.981561279E-1,-1.258986923E1,9.910890198E-1,1.264297653E1
2.168673742E1,5.682183838E-1,-1.222417969E1,9.605525208E-1,1.227501944E1
2.169668142E1,5.608836365E-1,-1.186223236E1,9.163943481E-1,1.191079030E1
2.170662442E1,5.373825073E-1,-1.149130371E1,8.777746582E-1,1.153730165E1
2.171656742E1,5.104385376E-1,-1.108864105E1,8.502319336E-1,1.113289730E1
2.172651142E1,5.158273315E-1,-1.066936295E1,8.324189758E-1,1.071421042E1
2.173645442E1,4.912783813E-1,-1.026640091E1,8.187973022E-1,1.031071147E1
2.174639742E1,4.751119995E-1,-9.854756927E0,8.307723999E-1,9.901118537E0
2.175634042E1,4.561015320E-1,-9.422605591E0,8.167016602E-1,9.468924244E0
2.176628442E1,4.391867065E-1,-9.021739197E0,8.117619324E-1,9.068826855E0
2.177622742E1,4.303550720E-1,-8.630153503E0,8.009843445E-1,8.677922038E0
2.178617042E1,4.212240601E-1,-8.224796448E0,7.801776123E-1,8.272447245E0
2.179611342E1,4.167333984E-1,-7.813152466E0,7.750881958E-1,7.862555557E0
2.180605742E1,4.023632813E-1,-7.433242493E0,7.433541870E-1,7.481147346E0
2.181600042E1,4.125421143E-1,-7.073540497E0,7.165599060E-1,7.121700938E0
2.182594333E1,4.004173279E-1,-6.728358307E0,6.981481934E-1,6.776322782E0
2.183588733E1,3.592529297E-1,-6.390211487E0,6.524931335E-1,6.433475950E0
2.184583033E1,3.501219177E-1,-6.113886108E0,6.432124329E-1,6.157589702E0
2.185577333E1,3.356021118E-1,-5.831124115E0,6.059399414E-1,5.872120608E0
2.186571633E1,3.197351074E-1,-5.546416168E0,5.792953491E-1,5.585744888E0
2.187566033E1,3.037184143E-1,-5.323379974E0,5.493576050E-1,5.360262401E0
2.188560333E1,3.107537842E-1,-5.116959229E0,5.155279541E-1,5.152243078E0
2.189554633E1,2.971321106E-1,-4.941823425E0,4.852908325E-1,4.974476199E0
2.190548933E1,2.793191528E-1,-4.775219879E0,4.541555786E-1,4.804893482E0
2.191543333E1,2.764750671E-1,-4.675078125E0,4.228706360E-1,4.702298748E0
2.192537633E1,2.695893860E-1,-4.613556061E0,4.064048767E-1,4.639261028E0
2.193531933E1,2.739303589E-1,-4.563560028E0,3.857478333E-1,4.588019111E0
2.194526333E1,2.359094238E-1,-4.524790649E0,3.682342529E-1,4.545875069E0
2.195520633E1,2.502795410E-1,-4.542603607E0,3.760180664E-1,4.565005692E0
2.196514933E1,2.442919922E-1,-4.605772247E0,3.796105957E-1,4.627841913E0
2.197509233E1,2.622546387E-1,-4.669988708E0,3.769161987E-1,4.692508695E0
2.198503633E1,2.680924988E-1,-4.775968323E0,3.676354980E-1,4.797593445E0
2.199497933E1,2.706372070E-1,-4.944966888E0,3.770658875E-1,4.966701190E0
2.200492233E1,2.752775574E-1,-5.123545532E0,3.878434753E-1,5.145572768E0
2.201486633E1,2.998265076E-1,-5.303770752E0,4.251159668E-1,5.329221679E0
2.202480933E1,3.112028503E-1,-5.537883911E0,4.528083801E-1,5.565073302E0
2.203475233E1,3.510200500E-1,-5.818400574E0,4.875361633E-1,5.849332596E0
2.204469533E1,3.730242920E-1,-6.088139648E0,5.267546082E-1,6.122259544E0
2.205463933E1,3.945794678E-1,-6.385122070E0,5.632786560E-1,6.422052604E0
2.206458233E1,4.279600525E-1,-6.723268890E0,6.191125488E-1,6.765263833E0
2.207452533E1,4.668791199E-1,-7.083270264E0,6.487509155E-1,7.128223586E0
2.208446833E1,4.749623108E-1,-7.445217590E0,7.128176880E-1,7.494328737E0
2.209441233E1,4.983137512E-1,-7.801027679E0,7.450007629E-1,7.852348412E0
2.210435533E1,5.093907166E-1,-8.192613373E0,7.954458618E-1,8.246885891E0
2.211429833E1,5.539979553E-1,-8.609496460E0,8.195457458E-1,8.666140909E0
2.212424233E1,5.712121582E-1,-8.988957367E0,8.946894836E-1,9.051414649E0
2.213418533E1,5.914201355E-1,-9.389524384E0,9.382489014E-1,9.454800734E0
2.214412833E1,6.083349609E-1,-9.835147705E0,9.743238831E-1,9.901995195E0
2.215407133E1,6.033952332E-1,-1.025307861E1,1.004561005E0,1.031982799E1
2.216401533E1,6.053411865E-1,-1.066502197E1,1.028960266E0,1.073163039E1
2.217395833E1,6.047424316E-1,-1.105570953E1,1.026116180E0,1.111968260E1
2.218390133E1,6.322851562E-1,-1.147169449E1,1.042432251E0,1.153630027E1
2.219384533E1,6.197113037E-1,-1.185399948E1,1.051114197E0,1.191663488E1
2.220378833E1,6.313870239E-1,-1.220606735E1,1.039887543E0,1.226654376E1
2.221373133E1,6.306385803E-1,-1.256217682E1,1.043330383E0,1.262119367E1
2.222367433E1,6.441105652E-1,-1.293100983E1,1.018781433E0,1.298706315E1
2.223361833E1,6.580316162E-1,-1.326107346E1,1.031355286E0,1.331738595E1
2.224356133E1,6.514453125E-1,-1.353605164E1,1.042132874E0,1.359172968E1
2.225350433E1,6.680607605E-1,-1.380444351E1,1.050665131E0,1.386047846E1
2.226344833E1,6.770420837E-1,-1.405337585E1,1.063089294E0,1.410978092E1
2.227339133E1,6.900650024E-1,-1.427147232E1,1.081201630E0,1.432899539E1
2.228333433E1,7.077282715E-1,-1.444256653E1,1.093775482E0,1.450120519E1
2.229327733E1,7.259902954E-1,-1.462728241E1,1.108444977E0,1.468717477E1
2.230322133E1,7.252418518E-1,-1.477158234E1,1.129551086E0,1.483244775E1
2.231316433E1,7.500901794E-1,-1.486528748E1,1.172362061E0,1.493029939E1
2.232310733E1,7.661068726E-1,-1.492276794E1,1.198856964E0,1.499043631E1
2.233305033E1,7.685018921E-1,-1.495704666E1,1.231638794E0,1.502733423E1
2.234299433E1,7.569758606E-1,-1.495345413E1,1.267414398E0,1.502614861E1
2.235293733E1,7.548802185E-1,-1.490196121E1,1.282233582E0,1.497606140E1
2.236288033E1,7.641609192E-1,-1.484597763E1,1.274749146E0,1.492018697E1
2.237282433E1,7.557783508E-1,-1.476200226E1,1.282383270E0,1.483686013E1
2.238276733E1,7.331753540E-1,-1.462503708E1,1.277293854E0,1.469900457E1
2.239271033E1,7.231462097E-1,-1.446412170E1,1.255139923E0,1.453647596E1
2.240265333E1,7.149133301E-1,-1.426383820E1,1.224453735E0,1.433413646E1
2.241259733E1,6.851252747E-1,-1.407717636E1,1.196461945E0,1.414453294E1
2.242254033E1,6.433621216E-1,-1.381088013E1,1.143172760E0,1.387303747E1
2.243248333E1,6.276448059E-1,-1.353799759E1,1.093326416E0,1.359656866E1
2.244242733E1,6.075865173E-1,-1.327649139E1,1.056652679E0,1.333232538E1
2.245237033E1,5.951623535E-1,-1.296543823E1,1.035546570E0,1.302033653E1
2.246231333E1,5.918692017E-1,-1.260154495E1,1.002465363E0,1.265520372E1
2.247225633E1,5.719606018E-1,-1.224274109E1,9.654922485E-1,1.229406457E1
2.248220033E1,5.360353088E-1,-1.188917633E1,9.279203796E-1,1.193737341E1
2.249214333E1,5.363346863E-1,-1.149579437E1,9.009764099E-1,1.154351340E1
2.250208633E1,5.176235962E-1,-1.108280319E1,8.716374207E-1,1.112907061E1
2.251202933E1,5.276527405E-1,-1.069046906E1,8.425978088E-1,1.073659709E1
2.252197333E1,5.164260864E-1,-1.028586044E1,8.310717773E-1,1.033229409E1
2.253191633E1,5.078938293E-1,-9.881251831E0,8.120613098E-1,9.927564528E0
2.254185933E1,4.960684204E-1,-9.450896759E0,8.071215820E-1,9.498261877E0
2.255180333E1,4.917274475E-1,-9.028624878E0,8.024812317E-1,9.077545880E0
2.256174633E1,4.785548401E-1,-8.624914398E0,7.780819702E-1,8.673152522E0
2.257168933E1,4.760101318E-1,-8.241561584E0,7.732919312E-1,8.291435546E0
2.258163233E1,4.685256958E-1,-7.837402039E0,7.671546936E-1,7.888784023E0
2.259157633E1,4.424798584E-1,-7.480394440E0,7.378157043E-1,7.529705267E0
2.260151933E1,4.114942932E-1,-7.122638397E0,6.999444580E-1,7.168767505E0
2.261146233E1,4.188290405E-1,-6.778653717E0,6.981481934E-1,6.827369543E0
2.262140633E1,3.914360046E-1,-6.433172150E0,6.701564026E-1,6.479817564E0
2.263134933E1,3.835025024E-1,-6.127358093E0,6.251000977E-1,6.171089167E0
2.264129233E1,3.619473267E-1,-5.851481781E0,6.069877625E-1,5.894003652E0
2.265123533E1,3.435356140E-1,-5.576054535E0,5.727090454E-1,5.615905675E0
2.266117933E1,3.118016052E-1,-5.359305267E0,5.572911072E-1,5.397216557E0
2.267112233E1,3.035687256E-1,-5.184169464E0,5.340893555E-1,5.220442361E0
2.268106533E1,2.694396973E-1,-5.000202026E0,4.873864746E-1,5.031119521E0
2.269100833E1,2.586621094E-1,-4.840035095E0,4.632865906E-1,4.869032786E0
2.270095233E1,2.472857666E-1,-4.712200928E0,4.528083801E-1,4.740361090E0
2.271089533E1,2.128573608E-1,-4.652774506E0,4.352947998E-1,4.677937625E0
2.272083833E1,2.113604736E-1,-4.599036255E0,4.285588074E-1,4.623793937E0
2.273078233E1,2.115101624E-1,-4.563859406E0,4.216731262E-1,4.588175830E0
2.274072533E1,2.062710571E-1,-4.606670380E0,4.059558105E-1,4.629120851E0
2.275066833E1,2.127076721E-1,-4.658163300E0,4.001179504E-1,4.680152161E0
2.276061133E1,2.013313293E-1,-4.719086609E0,3.927832031E-1,4.739682623E0
2.277055533E1,1.953437805E-1,-4.815935211E0,4.019142151E-1,4.836623428E0
2.278049833E1,2.014810181E-1,-4.966072998E0,4.285588074E-1,4.988600833E0
2.279044133E1,2.034269714E-1,-5.149441681E0,4.201762390E-1,5.170558986E0
2.280038533E1,2.225871277E-1,-5.321733398E0,4.474195862E-1,5.345145057E0
2.281032833E1,2.372566223E-1,-5.566474457E0,4.788542175E-1,5.592068485E0
2.282027133E1,2.655477905E-1,-5.844895477E0,5.266049194E-1,5.874575007E0
2.283021542E1,3.011737061E-1,-6.118676147E0,5.590873718E-1,6.151543066E0
2.284015942E1,3.342549133E-1,-6.398743744E0,5.842350769E-1,6.434048373E0
2.285010242E1,3.454815674E-1,-6.723717957E0,6.348298645E-1,6.762451451E0
2.286004542E1,3.878434753E-1,-7.072043610E0,6.599775696E-1,7.113353202E0
2.286998842E1,4.321513367E-1,-7.430248718E0,7.021897888E-1,7.475855890E0
2.287993242E1,4.373904419E-1,-7.783963165E0,7.535330200E-1,7.832573330E0
2.288987542E1,4.948709106E-1,-8.190667419E0,7.987390137E-1,8.244386818E0
2.289981842E1,5.498066711E-1,-8.588240662E0,8.367599487E-1,8.646405742E0
2.290976242E1,5.685177612E-1,-8.975934448E0,8.723858643E-1,9.036131294E0
2.291970542E1,6.068380737E-1,-9.370962982E0,9.087602234E-1,9.434460494E0
2.292964842E1,6.258485413E-1,-9.785750427E0,9.436376953E-1,9.851043088E0
2.293959142E1,6.348298645E-1,-1.021430923E1,9.698332214E-1,1.027986861E1
2.294953542E1,6.620732117E-1,-1.061053528E1,9.828561401E-1,1.067650720E1
2.295947842E1,6.810836792E-1,-1.101200043E1,1.000070343E0,1.107827464E1
2.296942142E1,6.800358582E-1,-1.140972336E1,1.006656647E0,1.147421429E1
2.297936542E1,6.885681152E-1,-1.181582886E1,1.028511200E0,1.188047865E1
2.298930842E1,6.713539124E-1,-1.216430420E1,1.009201355E0,1.222454499E1
2.299925142E1,6.622229004E-1,-1.251203110E1,1.013093262E0,1.257043433E1
2.300919442E1,6.535409546E-1,-1.286454803E1,1.005159760E0,1.292029636E1
2.301913842E1,6.381230164E-1,-1.318548065E1,1.022523651E0,1.324045526E1
2.302908142E1,6.438111877E-1,-1.348381027E1,1.037642212E0,1.353899308E1
2.303902442E1,6.508465576E-1,-1.375265121E1,1.062789917E0,1.380900210E1
2.304896842E1,6.491999817E-1,-1.402119278E1,1.081800385E0,1.407784073E1
2.305891142E1,6.511459351E-1,-1.422357193E1,1.080602875E0,1.427941498E1
2.306885442E1,6.496490479E-1,-1.441951447E1,1.113384705E0,1.447701857E1
2.307879742E1,6.577322388E-1,-1.460168564E1,1.126557312E0,1.465984197E1
2.308874142E1,6.551875305E-1,-1.472203537E1,1.149759064E0,1.478139175E1
2.309868442E1,6.905140686E-1,-1.480301697E1,1.196611633E0,1.486734679E1
2.310862742E1,7.179071045E-1,-1.486947876E1,1.213526459E0,1.493617875E1
2.311857042E1,7.253915405E-1,-1.493758713E1,1.241218872E0,1.500660942E1
2.312851442E1,7.393125916E-1,-1.495510071E1,1.262474670E0,1.502649203E1
2.313845742E1,7.560777283E-1,-1.490136246E1,1.268761597E0,1.497437854E1
2.314840042E1,7.560777283E-1,-1.482367401E1,1.277593231E0,1.489782565E1
2.315834442E1,7.809260559E-1,-1.473939926E1,1.282832336E0,1.481571446E1
2.316828742E1,7.644602966E-1,-1.459988937E1,1.261576538E0,1.467422041E1
2.317823042E1,7.538323975E-1,-1.444765594E1,1.228345642E0,1.451936151E1
2.318817342E1,7.258406067E-1,-1.427970520E1,1.182989960E0,1.434699587E1
2.319811742E1,7.104226685E-1,-1.408151733E1,1.143172760E0,1.414569457E1
2.320806042E1,6.891668701E-1,-1.384830231E1,1.118025055E0,1.391044240E1
2.321800342E1,6.496490479E-1,-1.355356522E1,1.098116455E0,1.361348720E1
2.322794742E1,6.536906433E-1,-1.324131454E1,1.066232758E0,1.330024716E1
2.323789042E1,6.271957397E-1,-1.293639862E1,1.018482056E0,1.299157764E1
2.324783342E1,5.843847656E-1,-1.260274246E1,1.001118164E0,1.265594172E1
2.325777642E1,5.581892395E-1,-1.225756027E1,9.633966064E-1,1.230802551E1
2.326772042E1,5.285508728E-1,-1.192150909E1,9.101074219E-1,1.196787536E1
2.327766342E1,5.011578369E-1,-1.155477173E1,8.846603394E-1,1.159941950E1
2.328760642E1,4.770579529E-1,-1.114776810E1,8.887019348E-1,1.119330644E1
2.329754942E1,4.839436340E-1,-1.072235275E1,8.861572266E-1,1.076978758E1
2.330749342E1,4.770579529E-1,-1.032552795E1,9.039701843E-1,1.037599508E1
2.331743642E1,4.555027771E-1,-9.921368408E0,8.893006897E-1,9.971554021E0
2.332737942E1,4.746629333E-1,-9.521998901E0,8.384065247E-1,9.570616149E0
2.333732342E1,4.550537109E-1,-9.114546204E0,7.560777283E-1,9.157165495E0
2.334726642E1,4.376898193E-1,-8.722810822E0,7.250921631E-1,8.763832475E0
2.335720942E1,4.421804810E-1,-8.302634583E0,7.583230591E-1,8.348911213E0
2.336715242E1,4.436773682E-1,-7.892637177E0,7.878117371E-1,7.944256953E0
2.337709642E1,4.323010254E-1,-7.513176270E0,7.863148499E-1,7.566570747E0
2.338703942E1,4.315525818E-1,-7.187004547E0,7.297325134E-1,7.236835049E0
2.339698242E1,4.242178345E-1,-6.843019867E0,6.637197876E-1,6.888207722E0
2.340692642E1,4.264631653E-1,-6.511159973E0,6.099815369E-1,6.553560292E0
2.341686942E1,3.948788452E-1,-6.187233582E0,5.872288513E-1,6.227569865E0
2.342681242E1,3.851490784E-1,-5.903872833E0,5.953120422E-1,5.946297224E0
2.343675542E1,3.658392334E-1,-5.617518311E0,5.888754272E-1,5.660134679E0
2.344669942E1,3.653901672E-1,-5.373525696E0,5.499563599E-1,5.413939451E0
2.345664242E1,3.397933960E-1,-5.204676819E0,4.983137512E-1,5.239507318E0
2.346658542E1,3.299139404E-1,-5.035378876E0,4.331991577E-1,5.064735446E0
2.347652842E1,3.258723450E-1,-4.880900116E0,4.219725037E-1,4.909932741E0
2.348647242E1,3.150947571E-1,-4.755760345E0,4.212240601E-1,4.784764454E0
2.349641542E1,2.995271301E-1,-4.668791199E0,4.260140991E-1,4.697745818E0
2.350635842E1,2.998265076E-1,-4.603377228E0,4.320016479E-1,4.633314500E0
2.351630242E1,3.014730835E-1,-4.552632751E0,4.086502075E-1,4.580867383E0
2.352624542E1,2.707868958E-1,-4.577481079E0,3.703298950E-1,4.600413330E0
2.353618842E1,2.775228882E-1,-4.658462677E0,3.600013733E-1,4.680586978E0
2.354613142E1,3.044668579E-1,-4.733905792E0,3.505709839E-1,4.756623186E0
2.355607542E1,2.891986084E-1,-4.825515289E0,3.704795837E-1,4.848349076E0
2.356601842E1,2.860551453E-1,-4.959636383E0,4.041595459E-1,4.984291879E0
2.357596142E1,3.056643677E-1,-5.124293976E0,4.417314148E-1,5.152372861E0
2.358590542E1,3.046165466E-1,-5.307063904E0,4.556524658E-1,5.335291715E0
2.359584842E1,3.212319946E-1,-5.530249786E0,4.474195862E-1,5.557610726E0
2.360579142E1,3.420387268E-1,-5.770949249E0,4.619393921E-1,5.799502886E0
2.361573442E1,3.787124634E-1,-6.068530426E0,4.948709106E-1,6.100441122E0
2.362567842E1,3.760180664E-1,-6.360573120E0,5.692662048E-1,6.397057450E0
2.363562142E1,3.679348755E-1,-6.691085815E0,6.462062073E-1,6.732279549E0
2.364556442E1,3.984713745E-1,-7.042405243E0,6.834786987E-1,7.086705453E0
2.365550742E1,4.065545654E-1,-7.391629028E0,6.688092041E-1,7.432951773E0
2.366545142E1,4.412823486E-1,-7.737110596E0,6.506968689E-1,7.776954217E0
2.367539442E1,4.637356567E-1,-8.131989441E0,6.944059753E-1,8.174747867E0
2.368533742E1,4.821473694E-1,-8.560847626E0,7.937992859E-1,8.611079808E0
2.369528142E1,5.077441406E-1,-8.950038300E0,8.893006897E-1,9.008431905E0
2.370522442E1,5.269042969E-1,-9.320368195E0,9.659413147E-1,9.385091051E0
2.371516742E1,5.466632080E-1,-9.735455017E0,1.022523651E0,9.804258242E0
2.372511042E1,5.662724304E-1,-1.017299515E1,1.065933380E0,1.024435009E1
2.373505442E1,5.918692017E-1,-1.057745407E1,1.088686066E0,1.064979254E1
2.374499742E1,5.809419250E-1,-1.097173416E1,1.073417816E0,1.103941438E1
2.375494042E1,5.909710693E-1,-1.138233032E1,1.026864624E0,1.144382547E1
2.376488442E1,6.161187744E-1,-1.175610306E1,9.687854004E-1,1.181203228E1
2.377482742E1,6.252497864E-1,-1.209649521E1,9.611512756E-1,1.215071790E1
2.378477042E1,6.373745728E-1,-1.244751526E1,1.062939606E0,1.250906564E1
2.379471342E1,6.472540283E-1,-1.281410294E1,1.147813110E0,1.288167872E1
2.380465742E1,6.491999817E-1,-1.317739746E1,1.139430542E0,1.324249094E1
2.381460042E1,6.788383484E-1,-1.345806381E1,1.050665131E0,1.351607193E1
2.382454342E1,6.915618896E-1,-1.371732468E1,9.785151672E-1,1.376955867E1
2.383448654E1,7.047344971E-1,-1.395862289E1,1.014889526E0,1.401320108E1
2.384442954E1,7.012916565E-1,-1.414887726E1,1.131646729E0,1.421137439E1
2.385437254E1,6.834786987E-1,-1.434496948E1,1.167122955E0,1.440859010E1
2.386431554E1,6.985972595E-1,-1.454420517E1,1.081501007E0,1.460108169E1
2.387425954E1,6.860234070E-1,-1.471200623E1,1.007105713E0,1.476238521E1
2.388420254E1,6.845265198E-1,-1.481349518E1,1.003662872E0,1.486322829E1
2.389414554E1,7.087760925E-1,-1.488205261E1,1.155297546E0,1.494364634E1
2.390408854E1,7.143145752E-1,-1.492067230E1,1.315165100E0,1.499554489E1
2.391403254E1,7.559280396E-1,-1.490495499E1,1.361718292E0,1.498610647E1
2.392397554E1,7.457492065E-1,-1.486034775E1,1.302740936E0,1.493597037E1
2.393391854E1,7.394622803E-1,-1.483235596E1,1.254241791E0,1.490364755E1
2.394386254E1,7.129673767E-1,-1.477756989E1,1.232985992E0,1.484604825E1
2.395380554E1,6.740483093E-1,-1.469060074E1,1.255888367E0,1.475958491E1
2.396374854E1,6.637197876E-1,-1.449735260E1,1.263073425E0,1.456739890E1
2.397369154E1,6.637197876E-1,-1.428733932E1,1.219064941E0,1.435460582E1
2.398363554E1,6.791377258E-1,-1.405906403E1,1.217418365E0,1.412800824E1
2.399357854E1,6.503974915E-1,-1.381761612E1,1.198407898E0,1.388472951E1
2.400352154E1,6.494993591E-1,-1.357272537E1,1.195114746E0,1.364071196E1
2.401346554E1,6.740483093E-1,-1.330972229E1,1.117276611E0,1.337353190E1
2.402340854E1,6.524931335E-1,-1.300450699E1,1.015787659E0,1.306042778E1
2.403335154E1,6.186634827E-1,-1.266935394E1,9.559121704E-1,1.272041831E1
2.404329454E1,5.623805237E-1,-1.229019241E1,9.614506531E-1,1.234056274E1
2.405323854E1,5.414241028E-1,-1.192315567E1,9.701325989E-1,1.197480432E1
2.406318154E1,5.179229736E-1,-1.156195679E1,9.136999512E-1,1.160956229E1
2.407312454E1,5.171745300E-1,-1.116513199E1,8.235873413E-1,1.120740549E1
2.408306754E1,5.191204834E-1,-1.076276871E1,7.500901794E-1,1.080135693E1
2.409301154E1,5.083428955E-1,-1.036938675E1,7.493417358E-1,1.040884754E1
